Protein_A	Protein_B	BioPlex_293T	BioPlex_HCT116	BioID_2018_2021	Mentha_20210802	HIunion	HIPPIE	recY2H_human	OpenCell	Corum	RBP_both	RBP_IP	RBP_SEC	Support_count	Uniprot_A	Uniprot_B
FUS	ZC3H4	0	0	0	0	0	0	0	1	0	0	0	0	1	P35637	Q9UPT8
FUS	ZCCHC3	0	0	0	0	0	0	0	0	0	0	1	0	1	P35637	Q9NUD5
FUS	ZCCHC8	0	0	0	0	0	0	0	0	1	0	0	0	1	P35637	Q6NZY4
FUS	ZNF326	0	0	0	0	0	0	0	1	0	0	1	0	2	P35637	Q5BKZ1
FUS	ZNF346	0	0	0	0	0	0	0	1	0	0	0	0	1	P35637	Q9UL40
FUS	ZNF638	0	0	0	0	0	0	0	1	0	0	0	0	1	P35637	Q14966
FUS	ZRANB2	0	0	0	0	0	0	0	0	0	0	1	0	1	P35637	O95218
FXR1	RANBP9	0	0	0	1	0	1	0	0	0	0	0	0	2	P51114	Q96S59
DLD	FYTTD1	0	0	0	0	0	0	0	0	0	0	1	0	1	P09622	Q96QD9
DLST	FYTTD1	0	0	0	0	0	0	0	0	0	0	1	0	1	P36957	Q96QD9
EIF3A	G3BP1	0	0	0	0	0	1	0	1	0	0	0	0	2	Q14152	Q13283
G3BP1	MCM2	0	0	0	1	0	1	0	0	0	0	0	0	2	Q13283	P49736
G3BP1	RPL23	0	0	0	0	0	0	0	1	0	0	0	0	1	Q13283	P62829
G3BP1	RPL23A	0	0	0	0	0	0	0	0	0	0	0	1	1	Q13283	P62750
EIF3A	G3BP2	0	0	0	0	0	0	0	1	0	0	0	0	1	Q14152	Q9UN86
EXOSC2	G3BP2	0	0	0	0	0	0	0	1	0	0	0	0	1	Q13868	Q9UN86
G3BP2	RPL23	0	0	0	0	0	0	0	1	0	0	0	0	1	Q9UN86	P62829
G3BP2	RPL23A	0	0	0	0	0	0	0	1	0	0	1	0	2	Q9UN86	P62750
GADD45GIP1	RPL23A	0	1	0	0	0	0	0	0	0	0	0	0	1	Q8TAE8	P62750
CCT2	GANAB	1	0	0	1	0	1	0	0	0	0	0	0	3	P78371	Q14697
GANAB	MCM2	0	0	0	1	0	1	0	0	0	0	0	0	2	Q14697	P49736
GANAB	PSMA3	0	0	0	1	0	1	0	0	0	0	0	0	2	Q14697	P25788
GAPVD1	MCM2	0	0	0	1	0	1	0	0	0	0	0	0	2	Q14C86	P49736
GAR1	RPL23	0	0	0	0	0	0	0	0	0	0	0	1	1	Q9NY12	P62829
GAR1	RPL23A	0	0	0	0	0	0	0	0	0	0	0	1	1	Q9NY12	P62750
GARS	PSMA3	0	0	0	1	0	1	0	0	0	0	0	0	2	P41250	P25788
GATAD2B	SMARCC1	0	0	0	0	0	0	0	0	1	0	0	0	1	Q8WXI9	Q92922
COPB1	GBF1	0	0	0	1	0	1	0	0	0	0	0	0	2	P53618	Q92538
GCN1L1	MCM2	0	0	0	1	0	0	0	0	0	0	0	0	1	Q92616	P49736
GDI2	MCM2	0	0	0	1	0	1	0	0	0	0	0	0	2	P50395	P49736
GEMIN2	RUVBL2	0	0	0	0	0	0	0	0	1	0	0	0	1	O14893	Q9Y230
GEMIN2	SMARCC1	0	0	0	0	0	0	0	0	1	0	0	0	1	O14893	Q92922
GEMIN4	RPL23A	0	0	0	0	0	0	0	0	0	0	0	1	1	P57678	P62750
GEMIN4	RUVBL2	0	0	0	0	0	0	0	0	1	0	0	0	1	P57678	Q9Y230
GEMIN4	SMARCC1	0	0	0	0	0	0	0	0	1	0	0	0	1	P57678	Q92922
GEMIN5	PFDN1	0	0	0	1	0	1	0	0	0	0	0	0	2	Q8TEQ6	O60925
GEMIN5	RUVBL2	0	0	0	0	0	0	0	0	1	0	0	0	1	Q8TEQ6	Q9Y230
GEMIN5	SMARCC1	0	0	0	0	0	0	0	0	1	0	0	0	1	Q8TEQ6	Q92922
GEMIN6	RUVBL2	0	0	0	0	0	0	0	0	1	0	0	0	1	Q8WXD5	Q9Y230
GEMIN6	SMARCC1	0	0	0	0	0	0	0	0	1	0	0	0	1	Q8WXD5	Q92922
GEMIN8	RPL23A	0	0	0	0	0	0	0	0	0	0	0	1	1	Q9NWZ8	P62750
GEMIN8	RUVBL2	0	0	0	0	0	0	0	0	1	0	0	0	1	Q9NWZ8	Q9Y230
GFM1	RPL23A	0	0	0	0	0	1	0	0	0	0	0	0	1	Q96RP9	P62750
GFPT1	MCM2	0	0	0	1	0	1	0	0	0	0	0	0	2	Q06210	P49736
GGH	MCM2	0	0	0	1	0	1	0	0	0	0	0	0	2	Q92820	P49736
GID8	RANBP9	0	0	0	1	0	1	0	1	1	0	0	0	4	Q9NWU2	Q96S59
GIGYF2	MCM2	0	0	0	1	0	1	0	0	0	0	0	0	2	Q6Y7W6	P49736
GINS3	MCM2	1	0	0	1	0	1	0	0	0	0	0	0	3	Q9BRX5	P49736
GINS4	MCM2	1	0	0	0	0	1	0	0	0	0	0	0	2	Q9BRT9	P49736
GJA1	RPL23	0	0	0	0	0	1	0	0	0	0	0	0	1	P17302	P62829
DYNC1H1	GLTSCR1	0	0	0	1	0	0	0	0	0	0	0	0	1	Q14204	Q9NZM4
GLTSCR2	RPL23A	0	1	0	0	0	0	0	0	0	0	0	0	1	Q9NZM5	P62750
CCT2	GLUL	0	1	0	0	0	0	0	0	0	0	0	0	1	P78371	P15104
GMPS	MCM2	0	0	0	1	0	1	0	0	0	0	0	0	2	P49915	P49736
GNB1	PFDN1	1	0	0	0	0	0	0	0	0	0	0	0	1	P62873	O60925
CCT2	GNB1L	1	0	0	0	0	0	0	0	0	0	0	0	1	P78371	Q9BYB4
CCT7	GNB1L	1	0	0	0	0	1	0	0	0	0	0	0	2	Q99832	Q9BYB4
GNB2	PFDN1	1	1	0	1	0	1	0	0	0	0	0	0	4	P62879	O60925
GNB2L1	MCM2	0	0	0	1	0	0	0	0	0	0	0	0	1	P63244	P49736
GNL2	RPL23A	1	0	0	1	0	1	0	0	0	0	0	1	4	Q13823	P62750
GNL3	RPL23	0	0	0	1	0	1	0	0	1	1	0	0	4	Q9BVP2	P62829
GNL3	RPL23A	0	0	0	0	0	0	0	0	1	0	0	1	2	Q9BVP2	P62750
DLD	GNL3L	0	0	0	0	0	0	1	0	0	0	0	0	1	P09622	Q9NVN8
DYNC1I2	GNL3L	0	0	0	0	0	0	1	0	0	0	0	0	1	Q13409	Q9NVN8
GNPNAT1	MCM2	0	0	0	1	0	1	0	0	0	0	0	0	2	Q96EK6	P49736
GOLPH3	RUVBL2	0	0	0	1	0	1	0	0	0	0	0	0	2	Q9H4A6	Q9Y230
GPATCH4	RPL23	0	0	0	0	0	0	0	0	0	0	0	1	1	Q5T3I0	P62829
GPATCH4	RPL23A	0	0	0	0	0	0	0	0	0	0	0	1	1	Q5T3I0	P62750
GPN3	RUVBL2	0	0	0	0	0	0	0	0	0	0	0	1	1	Q9UHW5	Q9Y230
DLD	GRB2	0	0	0	1	0	1	0	0	0	0	0	0	2	P09622	P62993
DLST	GRB2	0	0	0	1	0	1	0	0	0	0	0	0	2	P36957	P62993
FUS	GRB2	0	0	0	1	0	1	0	0	0	0	0	0	2	P35637	P62993
GRB2	MCM2	0	0	0	1	0	1	0	0	0	0	0	0	2	P62993	P49736
GRB2	RPL23	0	0	0	1	0	1	0	0	0	0	0	0	2	P62993	P62829
GRB2	RPL23A	0	0	0	1	0	1	0	0	0	0	0	0	2	P62993	P62750
GRB2	RUVBL2	0	0	0	1	0	1	0	0	0	0	0	0	2	P62993	Q9Y230
GRB2	SMARCC1	0	0	0	1	0	1	0	0	0	0	0	0	2	P62993	Q92922
GRN	PPP2CA	0	0	0	1	0	1	0	0	0	0	0	0	2	P28799	P67775
DCTN1	GSTK1	0	0	0	1	0	1	0	0	0	0	0	0	2	Q14203	Q9Y2Q3
GTF2B	MCM2	0	0	0	0	0	1	0	0	0	0	0	0	1	Q00403	P49736
GTF2B	PSMA3	0	0	0	1	0	1	0	0	0	0	0	0	2	Q00403	P25788
GTF2B	SMARCC1	0	0	0	0	0	0	0	0	1	0	0	0	1	Q00403	Q92922
GTF2F1	SMARCC1	0	0	0	0	0	0	0	0	1	0	0	0	1	P35269	Q92922
GTF2I	RPL23A	0	0	0	0	0	0	0	0	0	0	0	1	1	P78347	P62750
GTF3C2	MCM2	0	0	0	1	0	1	0	0	0	0	0	0	2	Q8WUA4	P49736
GTF3C4	MCM2	0	0	0	1	0	1	0	0	0	0	0	0	2	Q9UKN8	P49736
GTPBP4	RPL23	0	0	0	0	0	0	0	0	0	0	0	1	1	Q9BZE4	P62829
GTPBP4	RPL23A	1	1	0	0	0	0	0	0	0	0	0	1	3	Q9BZE4	P62750
H1F0	MCM2	0	0	0	0	0	0	0	1	0	0	0	0	1	P07305	P49736
H1FX	RPL23A	0	0	0	0	0	0	0	0	0	0	0	1	1	Q92522	P62750
CPSF4	H2AFY2	0	0	0	0	0	0	1	0	0	0	0	0	1	O95639	Q9P0M6
H2AFY2	MCM2	1	0	0	1	0	1	0	0	0	0	0	0	3	Q9P0M6	P49736
HADHB	MCM2	0	0	0	1	0	1	0	0	0	0	0	0	2	P55084	P49736
HADHB	PSMA3	0	0	0	1	0	1	0	0	0	0	0	0	2	P55084	P25788
HARS	PFDN1	0	0	0	1	0	1	0	0	0	0	0	0	2	P12081	O60925
CCT2	HDAC1	1	1	0	1	0	1	0	0	0	0	0	0	4	P78371	Q13547
HDAC1	RUVBL2	0	0	0	1	0	1	0	0	0	0	0	0	2	Q13547	Q9Y230
HDAC1	SMARCC1	0	0	0	0	0	1	0	0	1	0	0	0	2	Q13547	Q92922
HDAC2	PSMA3	0	0	0	1	0	1	0	0	0	0	0	0	2	Q92769	P25788
HDAC2	SMARCC1	0	0	0	0	0	0	0	0	1	0	0	0	1	Q92769	Q92922
HDGFRP2	SMARCC1	1	0	0	0	0	0	0	0	0	0	0	0	1	Q7Z4V5	Q92922
HEATR1	MCM2	0	0	0	1	0	1	0	0	0	0	0	0	2	Q9H583	P49736
CPSF4	HECTD1	0	0	0	0	0	1	0	0	0	0	0	0	1	O95639	Q9ULT8
DLD	HECTD1	0	0	0	0	0	1	0	0	0	0	0	0	1	P09622	Q9ULT8
CCT2	HEXIM1	0	0	0	0	0	1	0	0	0	0	0	0	1	P78371	O94992
CCT7	HEXIM1	0	0	0	0	0	1	0	0	0	0	0	0	1	Q99832	O94992
CSTF2	HEXIM1	0	0	0	0	0	1	0	0	0	0	0	0	1	P33240	O94992
DCTN1	HEXIM1	0	0	0	0	0	1	0	0	0	0	0	0	1	Q14203	O94992
DYNC1I2	HEXIM1	0	0	0	0	0	1	0	0	0	0	0	0	1	Q13409	O94992
EIF3A	HEXIM1	0	0	0	0	0	1	0	0	0	0	0	0	1	Q14152	O94992
FUS	HEXIM1	0	0	0	0	0	1	0	0	0	0	0	0	1	P35637	O94992
HEXIM1	MCM2	0	0	0	0	0	1	0	0	0	0	0	0	1	O94992	P49736
HEXIM1	PSMA3	0	0	0	0	0	1	0	0	0	0	0	0	1	O94992	P25788
HEXIM1	RANBP9	0	0	0	0	0	1	0	0	0	0	0	0	1	O94992	Q96S59
HEXIM1	RPL23	0	0	0	0	0	1	0	0	0	0	0	0	1	O94992	P62829
HEXIM1	RPL23A	0	0	0	0	0	1	0	0	0	0	0	0	1	O94992	P62750
HEXIM1	RUVBL2	0	0	0	0	0	1	0	0	0	0	0	0	1	O94992	Q9Y230
HEXIM1	SMARCC1	0	0	0	0	0	1	0	0	0	0	0	0	1	O94992	Q92922
CCT2	HIF1AN	0	0	0	0	0	1	0	0	0	0	0	0	1	P78371	Q9NWT6
HIF1AN	PFDN1	0	0	0	0	0	1	0	0	0	0	0	0	1	Q9NWT6	O60925
HIP1	PFDN1	0	0	0	1	0	1	0	0	0	0	0	0	2	O00291	O60925
HIST1H1B	RPL23A	1	0	0	0	0	0	0	0	0	0	0	0	1	P16401	P62750
HIST1H4A	MCM2	1	0	0	0	0	0	0	0	0	0	0	0	1	P62805	P49736
HIST1H4A	RPL23	0	0	0	0	0	0	0	0	0	0	0	1	1	P62805	P62829
HIST1H4A	RPL23A	0	0	0	0	0	0	0	0	0	0	0	1	1	P62805	P62750
HIST1H4A	RUVBL2	0	0	0	0	0	0	0	1	0	0	0	1	2	P62805	Q9Y230
FUS	HK1	0	0	0	0	0	1	0	0	0	0	0	0	1	P35637	P19367
HMBS	RANBP9	0	0	0	1	0	1	0	0	0	0	0	0	2	P08397	Q96S59
EIF3A	HMGB2	0	0	0	0	0	0	0	1	0	0	0	0	1	Q14152	P26583
HMGB2	RPL23A	0	0	0	0	0	0	0	1	0	0	0	0	1	P26583	P62750
CCT7	HMGN5	0	0	0	0	0	0	0	1	0	0	0	0	1	Q99832	P82970
HMGN5	MCM2	0	0	0	0	0	0	0	1	0	0	0	0	1	P82970	P49736
HN1L	SEPT2	0	0	0	1	0	0	0	0	0	0	0	0	1	Q9H910	Q15019
DYNC1I2	HNRNPA0	0	0	0	0	0	1	0	0	0	0	0	0	1	Q13409	Q13151
HNRNPA0	RUVBL2	0	0	0	0	0	0	0	0	1	0	0	0	1	Q13151	Q9Y230
HNRNPA0	SMARCC1	0	0	0	0	0	0	0	0	1	0	0	0	1	Q13151	Q92922
HNRNPA2B1	RUVBL2	0	0	0	0	0	0	0	0	1	0	0	0	1	P22626	Q9Y230
HNRNPA2B1	SMARCC1	0	0	0	0	0	0	0	0	1	0	0	0	1	P22626	Q92922
HNRNPA3	MCM2	0	0	0	1	0	1	0	0	0	0	0	0	2	P51991	P49736
HNRNPAB	MCM2	0	0	0	1	0	1	0	0	0	0	0	0	2	Q99729	P49736
FUS	HNRNPC	0	0	0	0	0	0	0	0	1	0	0	0	1	P35637	P07910
HNRNPC	RUVBL2	0	0	0	0	0	0	0	0	1	0	0	0	1	P07910	Q9Y230
HNRNPC	SMARCC1	0	0	0	1	0	1	0	0	1	0	0	0	3	P07910	Q92922
HNRNPD	MCM2	0	0	0	1	0	1	0	0	0	0	0	0	2	Q14103	P49736
HNRNPD	RUVBL2	0	0	0	0	0	0	0	0	1	0	0	0	1	Q14103	Q9Y230
HNRNPD	SMARCC1	0	0	0	0	0	0	0	0	1	0	0	0	1	Q14103	Q92922
HNRNPF	MCM2	0	0	0	1	0	1	0	0	0	0	0	0	2	P52597	P49736
HNRNPF	PSMA3	0	0	0	1	0	1	0	0	0	0	0	0	2	P52597	P25788
HNRNPF	RUVBL2	0	0	0	0	0	0	0	0	1	0	0	0	1	P52597	Q9Y230
HNRNPF	SMARCC1	0	0	0	0	0	0	0	0	1	0	0	0	1	P52597	Q92922
EIF3A	HNRNPH1	0	0	0	0	0	0	0	1	0	0	0	0	1	Q14152	P31943
HNRNPH1	PPP2CA	0	0	0	1	0	1	0	0	0	0	0	0	2	P31943	P67775
HNRNPH1	RANBP9	0	0	0	0	0	0	0	1	0	0	0	0	1	P31943	Q96S59
HNRNPH1	RUVBL2	0	0	0	0	0	0	0	0	1	0	0	0	1	P31943	Q9Y230
HNRNPH1	SMARCC1	0	0	0	0	0	0	0	0	1	0	0	0	1	P31943	Q92922
HNRNPH2	MCM2	0	0	0	1	0	1	0	0	0	0	0	0	2	P55795	P49736
HNRNPK	RUVBL2	0	0	0	0	0	0	0	0	1	0	0	0	1	P61978	Q9Y230
HNRNPK	SEPT2	0	0	0	0	0	1	0	0	0	0	0	0	1	P61978	Q15019
HNRNPK	SMARCC1	0	0	0	0	0	0	0	0	1	0	0	0	1	P61978	Q92922
CPSF4	HNRNPL	0	0	0	0	0	0	0	0	0	0	1	0	1	O95639	P14866
CSTF2	HNRNPL	0	0	0	0	0	0	0	0	0	0	1	0	1	P33240	P14866
HNRNPL	RUVBL2	0	0	0	0	0	0	0	0	1	0	0	0	1	P14866	Q9Y230
HNRNPL	SMARCC1	0	0	0	0	0	0	0	0	1	0	0	0	1	P14866	Q92922
HNRNPLL	PSMA3	0	0	0	1	0	1	0	0	0	0	0	0	2	Q8WVV9	P25788
HNRNPM	MCM2	0	0	0	1	0	1	0	0	0	0	0	0	2	P52272	P49736
HNRNPM	RPL23	0	0	0	1	0	1	0	0	1	0	0	0	3	P52272	P62829
HNRNPM	RPL23A	0	0	0	1	0	1	0	0	1	0	0	0	3	P52272	P62750
HNRNPM	RUVBL2	0	0	0	0	0	0	0	0	1	0	0	0	1	P52272	Q9Y230
HNRNPM	SEPT2	0	0	0	1	0	1	0	0	0	0	0	0	2	P52272	Q15019
HNRNPM	SMARCC1	0	0	0	0	0	0	0	0	1	0	0	0	1	P52272	Q92922
HNRNPR	RPL23A	0	0	0	0	0	0	0	0	0	0	0	1	1	O43390	P62750
HNRNPR	RUVBL2	0	0	0	0	0	0	0	0	1	0	0	0	1	O43390	Q9Y230
HNRNPR	SMARCC1	0	0	0	0	0	0	0	0	1	0	0	0	1	O43390	Q92922
EIF3A	HNRNPU	0	0	0	0	0	1	0	0	0	0	0	0	1	Q14152	Q00839
HNRNPU	MCM2	0	0	0	1	0	1	0	0	1	0	0	0	3	Q00839	P49736
HNRNPU	RPL23	0	0	0	1	0	1	0	0	1	0	0	0	3	Q00839	P62829
HNRNPU	RPL23A	0	0	0	1	0	1	0	0	1	0	0	0	3	Q00839	P62750
HNRNPU	RUVBL2	0	0	0	1	0	1	0	0	1	0	0	0	3	Q00839	Q9Y230
HNRNPU	SEPT2	0	0	0	1	0	1	0	0	0	0	0	0	2	Q00839	Q15019
HNRNPU	SMARCC1	0	0	0	0	0	0	0	0	1	0	0	0	1	Q00839	Q92922
HNRNPUL1	MCM2	0	0	0	1	0	1	0	0	0	0	0	0	2	Q9BUJ2	P49736
HP1BP3	RPL23A	0	0	0	0	0	0	0	0	0	0	0	1	1	Q5SSJ5	P62750
CCT2	HSD17B10	0	0	0	1	0	1	0	0	0	0	0	0	2	P78371	Q99714
DLD	HSD17B10	0	0	0	1	0	1	0	0	0	0	0	0	2	P09622	Q99714
DYNC1H1	HSD17B10	0	0	0	1	0	1	0	0	0	0	0	0	2	Q14204	Q99714
HSD17B10	MCM2	0	0	0	1	0	1	0	0	0	0	0	0	2	Q99714	P49736
HSD17B10	RUVBL2	0	0	0	1	0	1	0	0	0	0	0	0	2	Q99714	Q9Y230
COPB1	HSD17B12	0	0	0	1	0	1	0	0	0	0	0	0	2	P53618	Q53GQ0
HSP90AA1	RPL23A	0	0	0	1	0	1	0	0	0	0	0	0	2	P07900	P62750
HSP90AA1	RUVBL2	0	0	0	0	0	0	0	1	0	0	0	0	1	P07900	Q9Y230
HSP90AB1	MCM2	0	0	0	0	0	1	0	0	0	0	0	0	1	P08238	P49736
HSP90B1	SMARCC1	0	0	0	1	0	1	0	0	0	0	0	0	2	P14625	Q92922
HSPA5	RPL23	0	0	0	1	0	1	0	0	0	0	0	0	2	P11021	P62829
HSPA5	SEPT2	0	0	0	1	0	1	0	0	0	0	0	0	2	P11021	Q15019
DYNC1H1	HSPA8	0	0	0	0	0	1	0	0	1	0	0	0	2	Q14204	P11142
HSPA8	PPP2CA	0	0	0	0	0	1	0	0	0	0	0	0	1	P11142	P67775
HSPA8	PSMA3	0	0	0	1	0	1	0	0	1	0	0	0	3	P11142	P25788
HSPA8	RUVBL2	0	0	0	0	0	1	0	0	1	0	0	0	2	P11142	Q9Y230
HSPA9	PSMA3	0	0	0	1	0	1	0	0	0	0	0	0	2	P38646	P25788
DYNC1H1	HSPB1	0	0	0	0	0	0	0	1	0	0	0	0	1	Q14204	P04792
HSPB1	PSMA3	0	0	0	1	0	1	0	0	0	0	0	0	2	P04792	P25788
CCT2	HSPH1	0	0	0	1	0	1	0	0	0	0	0	0	2	P78371	Q92598
HSPH1	MCM2	0	0	0	1	0	1	0	0	0	0	0	0	2	Q92598	P49736
FUS	HTATSF1	0	0	0	0	0	0	0	0	1	0	0	0	1	P35637	O43719
HTATSF1	RUVBL2	0	0	0	0	0	0	0	0	1	0	0	0	1	O43719	Q9Y230
HTATSF1	SMARCC1	0	0	0	0	0	0	0	0	1	0	0	0	1	O43719	Q92922
CCT2	HUWE1	0	0	0	1	0	1	0	0	0	0	0	0	2	P78371	Q7Z6Z7
DLD	HUWE1	0	0	0	1	0	1	0	0	0	0	0	0	2	P09622	Q7Z6Z7
HUWE1	MCM2	0	0	0	1	0	1	0	0	0	0	0	0	2	Q7Z6Z7	P49736
HUWE1	PSMA3	0	0	0	1	0	1	0	0	0	0	0	0	2	Q7Z6Z7	P25788
HUWE1	RPL23	0	0	0	1	0	1	0	0	0	0	0	0	2	Q7Z6Z7	P62829
HUWE1	RUVBL2	0	0	0	1	0	1	0	0	0	0	0	0	2	Q7Z6Z7	Q9Y230
HYOU1	MCM2	0	0	0	0	0	1	0	0	0	0	0	0	1	Q9Y4L1	P49736
IARS	RPL23	0	0	0	0	0	0	0	0	0	0	0	1	1	P41252	P62829
IARS	RPL23A	0	0	0	1	0	1	0	0	0	0	0	1	3	P41252	P62750
DLD	ICT1	0	0	0	1	0	0	0	0	0	0	0	0	1	P09622	Q14197
IGBP1	PFDN1	0	0	0	1	0	1	0	0	0	0	0	0	2	P78318	O60925
IGBP1	PPP2CA	1	0	0	1	1	1	0	1	1	0	0	0	6	P78318	P67775
IGF2BP1	RPL23A	0	0	0	0	0	0	0	0	1	0	0	1	2	Q9NZI8	P62750
CPSF4	IGF2BP2	0	0	0	0	0	0	0	0	0	1	0	0	1	O95639	Q9Y6M1
IGF2BP2	MCM2	0	0	0	1	0	1	0	0	0	0	0	0	2	Q9Y6M1	P49736
IGF2BP3	RPL23A	0	0	0	1	0	1	0	0	0	0	0	0	2	O00425	P62750
DYNC1H1	ILF2	0	0	0	0	0	0	0	0	1	0	0	0	1	Q14204	Q12905
ILF2	MCM2	0	0	0	1	0	1	0	0	0	0	0	0	2	Q12905	P49736
ILF2	RPL23	0	0	0	0	0	1	0	0	1	0	0	0	2	Q12905	P62829
ILF2	RPL23A	0	0	0	0	0	1	0	0	1	0	0	0	2	Q12905	P62750
ILF2	RUVBL2	0	0	0	1	0	1	0	0	0	0	0	0	2	Q12905	Q9Y230
EIF3A	ILF3	0	0	0	0	0	0	0	1	0	0	0	0	1	Q14152	Q12906
ILF3	MCM2	0	0	0	1	0	1	0	0	0	0	0	0	2	Q12906	P49736
ILF3	RPL23	0	0	0	0	0	1	0	0	1	0	0	0	2	Q12906	P62829
ILF3	RPL23A	0	0	0	1	0	1	0	1	1	0	0	0	4	Q12906	P62750
CCT2	ILK	0	0	0	1	0	1	0	0	0	0	0	0	2	P78371	Q13418
COPB1	ILK	0	0	0	0	0	1	0	0	0	0	0	0	1	P53618	Q13418
DYNC1H1	ILK	0	0	0	0	0	1	0	0	0	0	0	0	1	Q14204	Q13418
ILK	RANBP9	0	0	0	1	0	1	0	0	0	0	0	0	2	Q13418	Q96S59
ILK	RPL23	0	0	0	0	0	1	0	0	0	0	0	0	1	Q13418	P62829
ILK	RPL23A	0	0	0	0	0	1	0	0	0	0	0	0	1	Q13418	P62750
ILK	RUVBL2	0	0	0	1	0	1	0	0	0	0	0	0	2	Q13418	Q9Y230
IMMT	PFDN1	0	0	0	1	0	1	0	0	0	0	0	0	2	Q16891	O60925
IMP3	RPL23A	0	0	0	0	0	0	0	0	0	0	0	1	1	Q9NV31	P62750
INTS1	PPP2CA	0	0	0	1	0	1	0	1	0	0	0	0	3	Q8N201	P67775
INTS2	PPP2CA	0	0	0	1	0	1	0	1	0	0	0	0	3	Q9H0H0	P67775
INTS5	PPP2CA	0	0	0	1	0	1	0	0	0	0	0	0	2	Q6P9B9	P67775
IPO5	RPL23	0	0	0	0	0	1	0	0	0	0	0	0	1	O00410	P62829
IPO9	RUVBL2	0	0	0	0	0	0	0	0	1	0	0	0	1	Q96P70	Q9Y230
IRAK1	PPP2CA	0	0	0	1	0	1	0	0	0	0	0	0	2	P51617	P67775
ISCA2	PPP2CA	0	1	0	0	0	0	0	0	0	0	0	0	1	Q86U28	P67775
ISYNA1	PPP2CA	0	0	0	1	0	1	0	0	0	0	0	0	2	Q9NPH2	P67775
ITCH	SMARCC1	0	0	0	1	0	1	0	0	0	0	0	0	2	Q96J02	Q92922
ITGB1	RANBP9	0	0	0	1	0	1	0	0	0	0	0	0	2	P05556	Q96S59
CPSF4	JMJD6	1	1	0	1	0	1	0	0	0	0	0	0	4	O95639	Q6NYC1
FUS	JMJD6	0	0	0	0	0	1	0	0	0	0	0	0	1	P35637	Q6NYC1
JUP	RUVBL2	0	0	0	0	0	1	0	0	0	0	0	0	1	P14923	Q9Y230
KARS	MCM2	0	0	0	1	0	1	0	0	0	0	0	0	2	Q15046	P49736
KARS	PSMA3	0	0	0	1	0	1	0	0	0	0	0	0	2	Q15046	P25788
KARS	RPL23	0	0	0	0	0	0	0	0	0	0	0	1	1	Q15046	P62829
KARS	RPL23A	0	0	0	0	0	0	0	0	0	0	0	1	1	Q15046	P62750
DYNC1H1	KATNAL2	0	0	0	1	0	1	0	0	0	0	0	0	2	Q14204	Q8IYT4
KCTD12	RPL23	1	0	0	0	0	0	0	0	0	0	0	0	1	Q96CX2	P62829
KDM1A	SMARCC1	0	0	0	1	0	1	0	0	1	0	0	0	3	O60341	Q92922
EXOSC2	KHSRP	0	0	0	1	0	1	0	0	0	0	0	0	2	Q13868	Q92945
KHSRP	MCM2	0	0	0	1	0	1	0	0	0	0	0	0	2	Q92945	P49736
KHSRP	PSMA3	0	0	0	1	0	1	0	0	0	0	0	0	2	Q92945	P25788
KHSRP	RUVBL2	0	0	0	0	0	0	0	0	1	0	0	0	1	Q92945	Q9Y230
KHSRP	SMARCC1	0	0	0	1	0	1	0	0	1	0	0	0	3	Q92945	Q92922
KIF11	RPL23A	0	0	0	1	0	1	0	0	0	0	0	0	2	P52732	P62750
KIF14	MCM2	0	0	0	1	0	1	0	0	0	0	0	0	2	Q15058	P49736
CCT2	KIF21A	0	0	0	1	0	1	0	0	0	0	0	0	2	P78371	Q7Z4S6
KIF21A	PFDN1	0	0	0	1	0	1	0	0	0	0	0	0	2	Q7Z4S6	O60925
KIF23	PPP2CA	0	0	0	1	0	1	0	0	0	0	0	0	2	Q02241	P67775
KIF2C	RPL23A	0	0	0	0	0	0	0	0	0	0	0	1	1	Q99661	P62750
KPNA1	MCM2	0	0	0	1	0	1	0	0	0	0	0	0	2	P52294	P49736
KPNA1	RUVBL2	0	0	0	1	0	1	0	0	0	0	0	0	2	P52294	Q9Y230
KPNA2	MCM2	0	0	0	1	0	1	0	0	0	0	0	0	2	P52292	P49736
KPNA2	SMARCC1	1	0	0	0	0	0	0	0	0	0	0	0	1	P52292	Q92922
KPNA4	SMARCC1	0	0	0	0	0	0	0	1	0	0	0	0	1	O00629	Q92922
EXOSC2	KPNB1	0	0	0	1	0	1	0	0	0	0	0	0	2	Q13868	Q14974
KPNB1	MCM2	0	0	0	1	0	1	0	0	0	0	0	0	2	Q14974	P49736
KPNB1	PPP2CA	0	0	0	1	0	1	0	0	0	0	0	0	2	Q14974	P67775
KRI1	RPL23A	1	1	0	0	0	0	0	0	0	0	0	1	3	Q8N9T8	P62750
KRR1	RPL23A	1	1	0	0	0	0	0	0	0	0	0	1	3	Q13601	P62750
KSR1	MCM2	0	0	0	1	0	1	0	0	0	0	0	0	2	Q8IVT5	P49736
CCT7	LARP1	0	0	0	0	0	1	0	0	0	0	0	0	1	Q99832	Q6PKG0
LARP1	RPL23	0	0	0	0	0	0	0	0	0	0	0	1	1	Q6PKG0	P62829
LARP1	RPL23A	0	0	0	0	0	0	0	0	0	0	0	1	1	Q6PKG0	P62750
CCT2	LARP7	0	0	0	0	0	1	0	0	0	0	0	0	1	P78371	Q4G0J3
CCT7	LARP7	0	0	0	0	0	1	0	0	0	0	0	0	1	Q99832	Q4G0J3
