Protein_A	Protein_B	Uniprot_A	Uniprot_B
BIM1	SIF2	P40013	P38262
BIM1	SIM1	P40013	P40472
BIM1	SIN3	P40013	P22579
BIM1	SIP1	P40013	P32578
BIM1	SIP3	P40013	P38717
BIM1	SLI15	P40013	P38283
BIM1	SLK19	P40013	Q08581
BIM1	SLM3	P40013	Q12093
BIM1	SLM5	P40013	P25345
BIM1	SLY1	P40013	P22213
BIM1	SMC1	P40013	P32908
BIM1	SMC3	P40013	P47037
BIM1	SMI1	P40013	P32566
BIM1	SMP3	P40013	Q04174
BIM1	SMT3	P40013	Q12306
BIM1	SNF6	P40013	P18888
BIM1	SNU114	P40013	P36048
BIM1	SOD1	P40013	P00445
BIM1	SPC105	P40013	P53148
BIM1	SPC110	P40013	P32380
BIM1	SPC19	P40013	Q03954
BIM1	SPC24	P40013	Q04477
BIM1	SPC34	P40013	P36131
BIM1	SPC97	P40013	P38863
BIM1	SPC98	P40013	P53540
BIM1	SSE1	P40013	P32589
BIM1	SSK1	P40013	Q07084
BIM1	SSS1	P40013	P35179
BIM1	SSU72	P40013	P53538
BIM1	STI1	P40013	P15705
BIM1	STS1	P40013	P38637
BIM1	STU1	P40013	P38198
BIM1	STU2	P40013	P46675
BIM1	SUE1	P40013	Q06524
BIM1	SUI2	P40013	P20459
BIM1	SUR1	P40013	P33300
BIM1	SUR7	P40013	P54003
BIM1	SUS1	P40013	Q6WNK7
BIM1	SWC3	P40013	P31376
BIM1	SWC5	P40013	P38326
BIM1	SWE1	P40013	P32944
BIM1	SWI4	P40013	P25302
BIM1	SWI5	P40013	P08153
BIM1	SWI6	P40013	P09959
BIM1	SWM2	P40013	P40342
BIM1	SWR1	P40013	Q05471
BIM1	TAP42	P40013	Q04372
BIM1	TCO89	P40013	Q08921
BIM1	TCP1	P40013	P12612
BIM1	TDA8	P40013	Q6B2U8
BIM1	TEM1	P40013	P38987
BIM1	TGL5	P40013	Q12043
BIM1	TGS1	P40013	Q12052
BIM1	THP1	P40013	Q08231
BIM1	THP2	P40013	O13539
BIM1	TIP41	P40013	Q12199
BIM1	TMC1	P40013	Q08422
BIM1	TOF1	P40013	P53840
BIM1	TOF2	P40013	Q02208
BIM1	TOR1	P40013	P35169
BIM1	TSC13	P40013	Q99190
BIM1	TUB1	P40013	P09733
BIM1	TUB3	P40013	P09734
BIM1	UAF30	P40013	Q08747
BIM1	UBA4	P40013	P38820
BIM1	UBC9	P40013	P50623
BIM1	UBP16	P40013	Q02863
BIM1	UBR1	P40013	P19812
BIM1	UFD1	P40013	P53044
BIM1	ULS1	P40013	Q08562
BIM1	UME1	P40013	Q03010
BIM1	UME6	P40013	P39001
BIM1	URK1	P40013	P27515
BIM1	UTP15	P40013	Q04305
BIM1	UTP5	P40013	Q04177
BIM1	UTP9	P40013	P38882
BIM1	UTR2	P40013	P32623
BIM1	VAC14	P40013	Q06708
BIM1	VAC7	P40013	P53950
BIM1	VID22	P40013	Q05934
BIM1	VID28	P40013	P40547
BIM1	VIK1	P40013	Q12045
BIM1	VIP1	P40013	Q06685
BIM1	VPH1	P40013	P32563
BIM1	VPS71	P40013	Q03433
BIM1	VPS72	P40013	Q03388
BIM1	VPS8	P40013	P39702
BIM1	WSS1	P40013	P38838
BIM1	XRN1	P40013	P22147
BIM1	YAF9	P40013	P53930
BIM1	YAK1	P40013	P14680
BIM1	YAP1801	P40013	P38856
BIM1	YAR029W	P40013	NA
BIM1	YBR238C	P40013	P38330
BIM1	YBR284W	P40013	P38150
BIM1	YCG1	P40013	Q06680
BIM1	YDR248C	P40013	Q03786
BIM1	YER034W	P40013	P40022
BIM1	YGR017W	P40013	P53210
BIM1	YGR122W	P40013	P53272
BIM1	YGR283C	P40013	P53336
BIM1	YHC1	P40013	Q05900
BIM1	YIL092W	P40013	P40497
BIM1	YIL165C	P40013	P40446
BIM1	YJL045W	P40013	P47052
BIM1	YJL171C	P40013	NA
BIM1	YJL206C	P40013	P39529
BIM1	YKE2	P40013	P52553
BIM1	YKR015C	P40013	P36111
BIM1	YLR152C	P40013	P54072
BIM1	YLR456W	P40013	Q06199
BIM1	YME1	P40013	P32795
BIM1	YOR283W	P40013	Q12040
BIM1	YPL041C	P40013	NA
BIM1	YPL264C	P40013	Q08980
BIM1	YPR011C	P40013	Q12251
BIM1	YPR096C	P40013	O13587
BIM1	YPR196W	P40013	Q06595
BIM1	YPT6	P40013	Q99260
BIM1	YRF1-6	P40013	P53819
BIM1	YTA7	P40013	P40340
BIM1	ZWF1	P40013	P11412
BIO2	TOM70	P32451	P07213
BIO5	NUF2	P53744	P33895
BIR1	FUS3	P47134	P16892
BIR1	NDC80	P47134	P40460
BIR1	NMD2	P47134	P38798
BIR1	NMD4	P47134	Q12129
BIR1	RBG1	P47134	P39729
BIR1	RRP6	P47134	Q12149
BIR1	SET2	P47134	P46995
BIR1	TOM70	P47134	P07213
BLM10	SOD1	P43583	P00445
BMH1	CDC48	P29311	P25694
BMH1	DBP1	P29311	P24784
BMH1	DED1	P29311	P06634
BMH1	FUS3	P29311	P16892
BMH1	NDT80	P29311	P38830
BMH1	PRP4	P29311	P20053
BMH1	SEY1	P29311	Q99287
BMH1	SUB1	P29311	P54000
BMH2	SIW14	P34730	P53965
BMS1	RRP6	Q08965	Q12149
BMS1	SET2	Q08965	P46995
BMS1	SUB1	Q08965	P54000
BMT5	NMD4	P40493	Q12129
BNA4	SNF5	P38169	P18480
BIM1	BNI1	P40013	P41832
BNI1	CDC48	P41832	P25694
BNI1	NUM1	P41832	Q00402
BNI1	SOD1	P41832	P00445
BNR1	NUF2	P40450	P33895
BNR1	SNF5	P40450	P18480
BOI1	NDC80	P38041	P40460
BOI1	NUM1	P38041	Q00402
BOI2	DBP1	P39969	P24784
BOI2	NDC80	P39969	P40460
BOI2	NUM1	P39969	Q00402
BOS1	CDC48	P25385	P25694
BOS1	DED1	P25385	P06634
BOS1	NMD2	P25385	P38798
BOS1	PRP4	P25385	P20053
BOS1	SET2	P25385	P46995
BOS1	SIW14	P25385	P53965
BPT1	RRP6	P14772	Q12149
BPT1	SNF5	P14772	P18480
BRCA1	DEF1	NA	P35732
BRCA1	SUB1	NA	P54000
BRE1	NUF2	Q07457	P33895
BRE1	PRP4	Q07457	P20053
BRE1	RRP6	Q07457	Q12149
BRE1	SET2	Q07457	P46995
BRE1	SNF5	Q07457	P18480
BRE1	SOD1	Q07457	P00445
BRE1	SUB1	Q07457	P54000
BRE2	CDC48	P43132	P25694
BRE2	DED1	P43132	P06634
BRE2	RRP6	P43132	Q12149
BRE5	CDC48	P53741	P25694
BRE5	DED1	P53741	P06634
BRE5	DEF1	P53741	P35732
BRE5	NUM1	P53741	Q00402
BRE5	RBG1	P53741	P39729
BRE5	RRP6	P53741	Q12149
BRE5	SEY1	P53741	Q99287
BRE5	STM1	P53741	P39015
BRE5	SUB1	P53741	P54000
BRE5	TMA46	P53741	Q12000
BRF1	CDC48	P29056	P25694
BRF1	DED1	P29056	P06634
BRL1	NUF2	P38770	P33895
BRL1	NUM1	P38770	Q00402
BRL1	NUP1	P38770	P20676
BRL1	SET2	P38770	P46995
BRN1	STU2	P38170	P46675
BRO1	NUF2	P48582	P33895
BRO1	PRP4	P48582	P20053
BRR1	CDC48	Q99177	P25694
BRR1	NMD2	Q99177	P38798
BRR1	RRP6	Q99177	Q12149
BRR1	SIW14	Q99177	P53965
BRR2	CDC48	P32639	P25694
BRR2	DED1	P32639	P06634
BRR2	NDC80	P32639	P40460
BRR2	NUF2	P32639	P33895
BRR2	PRP4	P32639	P20053
BRR2	RRP6	P32639	Q12149
BRR2	SET2	P32639	P46995
BRR2	SIW14	P32639	P53965
BRR2	STM1	P32639	P39015
BRR6	CDC48	P53062	P25694
BRR6	DED1	P53062	P06634
BRR6	NMD2	P53062	P38798
BRR6	RRP6	P53062	Q12149
BRR6	STM1	P53062	P39015
BRR6	STU2	P53062	P46675
BRX1	NMD2	Q08235	P38798
BSC4	DED1	P53841	P06634
BSC4	RRP6	P53841	Q12149
BSC6	RRP6	Q08280	Q12149
BST1	NMD2	P43571	P38798
BST1	SET2	P43571	P46995
BST1	SIW14	P43571	P53965
BST1	STU2	P43571	P46675
BTS1	RRP6	Q12051	Q12149
BTS1	SET2	Q12051	P46995
BTS1	SIW14	Q12051	P53965
BTS1	SNF5	Q12051	P18480
BUB1	DED1	P41695	P06634
BUB1	NDT80	P41695	P38830
BUB1	PRP4	P41695	P20053
BUB1	RRP6	P41695	Q12149
BUB1	SET2	P41695	P46995
BUB1	SIW14	P41695	P53965
BUB1	SOD1	P41695	P00445
BUB1	STU2	P41695	P46675
BUB1	TUB4	P41695	P53378
BUB2	CDC48	P26448	P25694
BUB2	NUM1	P26448	Q00402
BUB3	FUS3	P26449	P16892
BUB3	RRP6	P26449	Q12149
BUB3	SET2	P26449	P46995
BUB3	SNF5	P26449	P18480
BUB3	STU2	P26449	P46675
BUB3	SUB1	P26449	P54000
BUD13	PRP4	P46947	P20053
BUD13	RRP6	P46947	Q12149
BUD14	NDC80	P27637	P40460
BUD16	DED1	P39988	P06634
BUD16	STU2	P39988	P46675
BUD20	CDC48	Q08004	P25694
BUD20	DED1	Q08004	P06634
BUD20	PRP4	Q08004	P20053
BUD27	DEF1	P43573	P35732
BUD27	SIW14	P43573	P53965
BUD32	CDC48	P53323	P25694
BUD32	NUM1	P53323	Q00402
BUD6	NUM1	P41697	Q00402
BUG1	PRP4	Q12191	P20053
BUG1	SET2	Q12191	P46995
BUL1	NUF2	P48524	P33895
BUL2	CDC48	Q03758	P25694
BUL2	DED1	Q03758	P06634
BUL2	RRP6	Q03758	Q12149
BUL2	SNF5	Q03758	P18480
BUR2	SET2	Q05949	P46995
BUR6	NUM1	P40096	Q00402
BUR6	PRP4	P40096	P20053
BUR6	RRP6	P40096	Q12149
BUR6	SET2	P40096	P46995
BUR6	STM1	P40096	P39015
BUR6	STU2	P40096	P46675
BUR6	SUB1	P40096	P54000
BUR6	TOM70	P40096	P07213
BYE1	SNF5	P36106	P18480
BYE1	SOD1	P36106	P00445
BZZ1	NDC80	P38822	P40460
BZZ1	SUB1	P38822	P54000
CAB1	SIW14	Q04430	P53965
CAB4	RRP6	P53332	Q12149
CAB5	NMD2	Q03941	P38798
CAB5	SEY1	Q03941	Q99287
CAB5	SIW14	Q03941	P53965
CAB5	SUB1	Q03941	P54000
BIM1	CAC2	P40013	Q04199
CAC2	CDC48	Q04199	P25694
CAC2	FUS3	Q04199	P16892
CAC2	SET2	Q04199	P46995
CAC2	STM1	Q04199	P39015
CAD1	SNF5	P24813	P18480
CAF120	NDC80	P53836	P40460
CAF130	NUF2	P53280	P33895
CAF20	CDC48	P12962	P25694
CAF20	DED1	P12962	P06634
CAF20	FUS3	P12962	P16892
CAF20	NUM1	P12962	Q00402
CAF20	RBG1	P12962	P39729
CAF20	SET2	P12962	P46995
CAF20	SNF5	P12962	P18480
CAF20	STM1	P12962	P39015
CAJ1	NMD2	P39101	P38798
CAK1	SET2	P43568	P46995
CAM1	PRP4	P29547	P20053
CAP1	NUM1	P28495	Q00402
CAP2	NUM1	P13517	Q00402
CAP2	RRP6	P13517	Q12149
CAR1	SIW14	P00812	P53965
CASP10	FUS3	NA	P16892
CAT8	RRP6	P39113	Q12149
CAX4	FUS3	P53223	P16892
CBC2	DED1	Q08920	P06634
CBC2	NUP1	Q08920	P20676
CBC2	PRP4	Q08920	P20053
CBC2	SNF5	Q08920	P18480
CBF1	FUS3	P17106	P16892
CBF1	MRP51	P17106	Q02950
CBF1	NDT80	P17106	P38830
CBF1	SET2	P17106	P46995
BIM1	CBF2	P40013	P32504
CBF5	CDC48	P33322	P25694
CBF5	TOM70	P33322	P07213
CBK1	RPO41	P53894	P13433
CBK1	SUB1	P53894	P54000
CBP1	SIW14	P07252	P53965
CBP2	NUF2	P03874	P33895
CBP3	MRP51	P21560	Q02950
CBP4	PRP4	P37267	P20053
CBP4	SUB1	P37267	P54000
CBR1	STM1	P38626	P39015
CBS1	RRP6	P14066	Q12149
CBS1	SEY1	P14066	Q99287
CBS2	SET2	P14905	P46995
CBS2	SIW14	P14905	P53965
CCA1	NMD2	P21269	P38798
CCC1	SUB1	P47818	P54000
CCE1	CDC48	Q03702	P25694
CCH1	SIW14	P50077	P53965
CCL1	SUB1	P37366	P54000
CCP1	NDC80	P00431	P40460
CCP1	SOD1	P00431	P00445
CCR4	DBP1	P31384	P24784
CCR4	DED1	P31384	P06634
CCR4	MRP51	P31384	Q02950
CCR4	NDC80	P31384	P40460
CCR4	NMD4	P31384	Q12129
CCR4	NUF2	P31384	P33895
CCR4	NUM1	P31384	Q00402
CCR4	NUP1	P31384	P20676
CCR4	PRP4	P31384	P20053
CCR4	RPO41	P31384	P13433
CCR4	SET2	P31384	P46995
CCR4	SIW14	P31384	P53965
CCR4	SNF5	P31384	P18480
CCR4	SOD1	P31384	P00445
CCR4	STM1	P31384	P39015
CCR4	STU2	P31384	P46675
BIM1	CCS1	P40013	P40202
CCS1	SOD1	P40202	P00445
CCT2	CDC48	P39076	P25694
CCT3	NDC80	P39077	P40460
CCT3	PRP4	P39077	P20053
CCT3	SEY1	P39077	Q99287
CCT4	DEF1	P39078	P35732
CCT4	PRP4	P39078	P20053
CCT5	SIW14	P40413	P53965
CCT6	CDC48	P39079	P25694
CCT6	NUP1	P39079	P20676
CCT6	PRP4	P39079	P20053
CCT6	SIW14	P39079	P53965
CCT6	STU2	P39079	P46675
CCT7	RRP6	P42943	Q12149
CCT8	CDC48	P47079	P25694
CCT8	DED1	P47079	P06634
CCT8	NDC80	P47079	P40460
CCT8	NMD2	P47079	P38798
CCT8	PRP4	P47079	P20053
CCT8	STM1	P47079	P39015
CCT8	STU2	P47079	P46675
CCT8	SUB1	P47079	P54000
CCW14	SIW14	O13547	P53965
CCZ1	NDC80	P38273	P40460
CCZ1	NUM1	P38273	Q00402
CCZ1	SIW14	P38273	P53965
CDA2	STM1	Q06703	P39015
CDC10	DED1	P25342	P06634
CDC10	SIW14	P25342	P53965
CDC11	DED1	P32458	P06634
CDC11	RRP6	P32458	Q12149
CDC11	STM1	P32458	P39015
CDC123	DED1	Q05791	P06634
CDC123	NMD2	Q05791	P38798
CDC123	SNF5	Q05791	P18480
CDC12	NUF2	P32468	P33895
CDC12	NUM1	P32468	Q00402
CDC12	STM1	P32468	P39015
CDC12	SUB1	P32468	P54000
BIM1	CDC13	P40013	P32797
CDC13	FUS3	P32797	P16892
CDC13	NMD2	P32797	P38798
CDC13	NMD4	P32797	Q12129
CDC13	RPO41	P32797	P13433
CDC13	RRP6	P32797	Q12149
CDC13	SET2	P32797	P46995
CDC13	SIW14	P32797	P53965
CDC13	STM1	P32797	P39015
CDC13	SUB1	P32797	P54000
CDC13	TOM70	P32797	P07213
CDC14	CDC48	Q00684	P25694
CDC15	CDC48	P27636	P25694
CDC15	RRP6	P27636	Q12149
CDC16	CDC48	P09798	P25694
CDC19	SOD1	P00549	P00445
CDC1	NMD2	P40986	P38798
CDC1	RRP6	P40986	Q12149
CDC20	CDC48	P26309	P25694
CDC20	NMD2	P26309	P38798
CDC20	NUF2	P26309	P33895
CDC20	NUM1	P26309	Q00402
CDC20	PRP4	P26309	P20053
CDC20	RRP6	P26309	Q12149
CDC23	CDC48	P16522	P25694
CDC23	NUM1	P16522	Q00402
CDC23	PRP4	P16522	P20053
CDC23	SET2	P16522	P46995
CDC23	SIW14	P16522	P53965
CDC24	NUM1	P11433	Q00402
CDC24	RPO41	P11433	P13433
CDC25	FUS3	P04821	P16892
CDC25	SIW14	P04821	P53965
CDC26	SNF5	P14724	P18480
CDC27	CDC48	P38042	P25694
CDC27	RRP6	P38042	Q12149
CDC27	SNF5	P38042	P18480
CDC28	DBP1	P00546	P24784
CDC28	DED1	P00546	P06634
CDC28	DEF1	P00546	P35732
CDC28	FUS3	P00546	P16892
CDC28	NMD2	P00546	P38798
CDC28	NUF2	P00546	P33895
CDC28	NUM1	P00546	Q00402
CDC28	RRP6	P00546	Q12149
CDC28	SET2	P00546	P46995
CDC28	STM1	P00546	P39015
CDC28	STU2	P00546	P46675
CDC28	SUB1	P00546	P54000
CDC28	TUB4	P00546	P53378
CDC31	STM1	P06704	P39015
CDC33	DBP1	P07260	P24784
CDC33	DED1	P07260	P06634
CDC34	SET2	P14682	P46995
CDC37	NDC80	P06101	P40460
CDC37	SNF5	P06101	P18480
CDC37	STU2	P06101	P46675
CDC3	NUF2	P32457	P33895
CDC3	SET2	P32457	P46995
CDC40	STM1	P40968	P39015
CDC42	CDC48	P19073	P25694
CDC42	NUM1	P19073	Q00402
CDC43	NUM1	P18898	Q00402
CDC45	SOD1	Q08032	P00445
CDC45	SUB1	Q08032	P54000
AAH1	CDC48	P53909	P25694
AFG2	CDC48	P32794	P25694
AIM26	CDC48	P32858	P25694
ALG1	CDC48	P16661	P25694
APL3	CDC48	P38065	P25694
APN1	CDC48	P22936	P25694
ARC35	CDC48	P53731	P25694
ARE2	CDC48	P53629	P25694
ARP3	CDC48	P47117	P25694
ARP4	CDC48	P80428	P25694
ART10	CDC48	P18634	P25694
ASF1	CDC48	P32447	P25694
ASI1	CDC48	P54074	P25694
ATG15	CDC48	P25641	P25694
ATG3	CDC48	P40344	P25694
BCD1	CDC48	P38772	P25694
BEM4	CDC48	P39011	P25694
BET3	CDC48	P36149	P25694
BRL1	CDC48	P38770	P25694
BRN1	CDC48	P38170	P25694
BRX1	CDC48	Q08235	P25694
BSD2	CDC48	P38356	P25694
BTS1	CDC48	Q12051	P25694
BUD13	CDC48	P46947	P25694
BUD21	CDC48	Q08492	P25694
BUD4	CDC48	P47136	P25694
CAJ1	CDC48	P39101	P25694
CBC2	CDC48	Q08920	P25694
CCC2	CDC48	P38995	P25694
CDC11	CDC48	P32458	P25694
CDC12	CDC48	P32468	P25694
CDC25	CDC48	P04821	P25694
CDC34	CDC48	P14682	P25694
CDC37	CDC48	P06101	P25694
CDC39	CDC48	P25655	P25694
CDC4	CDC48	P07834	P25694
CDC48	CDC48	P25694	P25694
CDC48	CDC53	P25694	Q12018
CDC48	CDC73	P25694	Q06697
CDC48	CFT2	P25694	Q12102
CDC48	CHD1	P25694	P32657
CDC48	CHL1	P25694	P22516
CDC48	CHO2	P25694	P05374
CDC48	CHS5	P25694	Q12114
CDC48	CIA2	P25694	NA
CDC48	CKB1	P25694	P43639
CDC48	CKB2	P25694	P38930
CDC48	CKS1	P25694	P20486
CDC48	CLF1	P25694	Q12309
CDC48	CLN1	P25694	P20437
CDC48	CLN2	P25694	P20438
CDC48	CLN3	P25694	P13365
CDC48	CLP1	P25694	Q08685
CDC48	CMD1	P25694	P06787
CDC48	CNB1	P25694	P25296
CDC48	COG3	P25694	P40094
CDC48	COG6	P25694	P53959
CDC48	COQ10	P25694	Q08058
CDC48	CSE4	P25694	P36012
CDC48	CST9	P25694	Q06032
CDC48	CTF13	P25694	P35203
CDC48	CTF4	P25694	Q01454
CDC48	CTF8	P25694	P38877
CDC48	CUE1	P25694	P38428
CDC48	CUZ1	P25694	P53899
CDC48	CWH41	P25694	P53008
CDC48	CWH43	P25694	P25618
CDC48	DAD2	P25694	P36162
CDC48	DAL81	P25694	P21657
CDC48	DAM1	P25694	P53267
CDC48	DAT1	P25694	P13483
CDC48	DBP6	P25694	P53734
CDC48	DBP7	P25694	P36120
CDC48	DBP9	P25694	Q06218
CDC48	DCC1	P25694	P25559
CDC48	DCP2	P25694	P53550
CDC48	DDI1	P25694	P40087
CDC48	DED1	P25694	P06634
CDC48	DEP1	P25694	P31385
CDC48	DER1	P25694	P38307
CDC48	DFM1	P25694	Q12743
CDC48	DGK1	P25694	Q12382
CDC48	DHH1	P25694	P39517
CDC48	DIA2	P25694	Q08496
CDC48	DMA2	P25694	P53924
CDC48	DNA2	P25694	P38859
CDC48	DOA1	P25694	P36037
CDC48	DRS2	P25694	P39524
CDC48	DSK2	P25694	P48510
CDC48	DST1	P25694	P07273
CDC48	DUF1	P25694	Q99247
CDC48	ECM38	P25694	Q05902
CDC48	ECO1	P25694	P43605
CDC48	ELM1	P25694	P32801
CDC48	EMC2	P25694	P47133
CDC48	EMC6	P25694	Q12431
CDC48	EMI1	P25694	Q04406
CDC48	ENV10	P25694	Q99382
CDC48	EOS1	P25694	P53938
CDC48	EPS1	P25694	P40557
CDC48	EPT1	P25694	P22140
CDC48	ERB1	P25694	Q04660
CDC48	ERG11	P25694	P10614
CDC48	ERG26	P25694	P53199
CDC48	ERG27	P25694	Q12452
CDC48	ERG3	P25694	P32353
CDC48	ERG5	P25694	P54781
CDC48	ERG6	P25694	P25087
CDC48	ERG8	P25694	P24521
CDC48	ERO1	P25694	Q03103
CDC48	ESC2	P25694	Q06340
CDC48	EST1	P25694	P17214
CDC48	FAB1	P25694	P34756
CDC48	FAR1	P25694	P21268
CDC48	FAR10	P25694	Q06001
CDC48	FAR11	P25694	P53917
CDC48	FAR7	P25694	P43592
CDC48	FHL1	P25694	P39521
CDC48	FIP1	P25694	P45976
CDC48	FLD1	P25694	NA
CDC48	FMN1	P25694	Q03778
CDC48	FMP27	P25694	Q06179
CDC48	FPR1	P25694	P20081
CDC48	FPR3	P25694	P38911
CDC48	FZO1	P25694	P38297
CDC48	GAA1	P25694	P39012
CDC48	GCD7	P25694	P32502
CDC48	GCN1	P25694	P33892
CDC48	GCN20	P25694	P43535
CDC48	GDH1	P25694	P07262
CDC48	GET1	P25694	P53192
CDC48	GIM3	P25694	P53900
CDC48	GIR2	P25694	Q03768
CDC48	GLC7	P25694	P32598
CDC48	GPI1	P25694	P53306
CDC48	GPI11	P25694	Q06636
CDC48	GPI12	P25694	P23797
CDC48	GPI13	P25694	Q07830
CDC48	GPI19	P25694	Q04082
CDC48	GRR1	P25694	P24814
CDC48	GUF1	P25694	P46943
CDC48	GWT1	P25694	P47026
CDC48	GYP6	P25694	P32806
CDC48	GZF3	P25694	P42944
CDC48	HAC1	P25694	P41546
CDC48	HDA1	P25694	P53973
CDC48	HDA3	P25694	Q06623
CDC48	HEL2	P25694	Q05580
CDC48	HHF1	P25694	P02309
CDC48	HHT1	P25694	P61830
CDC48	HIF1	P25694	Q12373
CDC48	HMG2	P25694	P12684
CDC48	HPT1	P25694	Q04178
CDC48	HRD1	P25694	Q08109
CDC48	HRD3	P25694	Q05787
CDC48	HRR25	P25694	P29295
CDC48	HSF1	P25694	P10961
CDC48	HSH155	P25694	P49955
CDC48	HSL1	P25694	P34244
CDC48	HSP104	P25694	P31539
CDC48	HSP82	P25694	P02829
CDC48	HUR1	P25694	P45820
CDC48	HXK1	P25694	P04806
CDC48	HXK2	P25694	P04807
CDC48	ICE2	P25694	P40499
CDC48	ICL1	P25694	P28240
CDC48	IDH2	P25694	P28241
CDC48	IMH1	P25694	Q06704
CDC48	INO4	P25694	P13902
CDC48	INO80	P25694	P53115
CDC48	IOC2	P25694	Q12072
CDC48	IPK1	P25694	Q06667
CDC48	IPL1	P25694	P38991
CDC48	IRC25	P25694	Q07951
CDC48	IRC8	P25694	P47046
CDC48	IRE1	P25694	P32361
CDC48	IST3	P25694	P40565
CDC48	ISW1	P25694	P38144
CDC48	ISW2	P25694	Q08773
CDC48	KAP95	P25694	Q06142
CDC48	KAR2	P25694	P16474
CDC48	KAR3	P25694	P17119
CDC48	KHA1	P25694	P40309
CDC48	KRE28	P25694	Q04431
CDC48	KRE9	P25694	P39005
CDC48	LAS17	P25694	Q12446
CDC48	LAT1	P25694	P12695
CDC48	LGE1	P25694	Q02796
CDC48	LOT5	P25694	P34234
CDC48	LPX1	P25694	Q12405
CDC48	LSM1	P25694	P47017
CDC48	LSM8	P25694	P47093
CDC48	LTE1	P25694	P07866
CDC48	MAD2	P25694	P40958
CDC48	MAK3	P25694	Q03503
CDC48	MCM1	P25694	P11746
CDC48	MCM10	P25694	P32354
CDC48	MCX1	P25694	P38323
CDC48	MDM10	P25694	P18409
CDC48	MDM35	P25694	O60200
CDC48	MED4	P25694	Q12343
CDC48	MET32	P25694	Q12041
CDC48	MEX67	P25694	Q99257
CDC48	MGA2	P25694	P40578
CDC48	MIF2	P25694	P35201
CDC48	MKT1	P25694	P40850
CDC48	MMR1	P25694	Q06324
CDC48	MMS1	P25694	Q06211
CDC48	MMS22	P25694	Q06164
CDC48	MNE1	P25694	P24720
CDC48	MNN11	P25694	P46985
CDC48	MNT2	P25694	P53059
CDC48	MOB1	P25694	P40484
CDC48	MOB2	P25694	P43563
CDC48	MOG1	P25694	P47123
CDC48	MOT1	P25694	P32333
CDC48	MRC1	P25694	P25588
CDC48	MRE11	P25694	P32829
CDC48	MRPS28	P25694	P21771
CDC48	MSC3	P25694	Q05812
CDC48	MSC6	P25694	Q08818
CDC48	MSI1	P25694	P13712
CDC48	MUB1	P25694	Q03162
CDC48	MUD2	P25694	P36084
CDC48	MUP1	P25694	P50276
CDC48	NA	P25694	NA
CDC48	NAB3	P25694	P38996
CDC48	NAM7	P25694	P30771
CDC48	NAP1	P25694	P25293
CDC48	NBP35	P25694	P52920
CDC48	NCL1	P25694	P38205
CDC48	NDC80	P25694	P40460
CDC48	NEM1	P25694	P38757
CDC48	NGL1	P25694	Q08213
CDC48	NMT1	P25694	P14743
CDC48	NNF2	P25694	P53253
CDC48	NOP1	P25694	P15646
CDC48	NOP2	P25694	P40991
CDC48	NOP56	P25694	Q12460
CDC48	NOP58	P25694	Q12499
CDC48	NPL4	P25694	P33755
CDC48	NPR3	P25694	P38742
CDC48	NSE1	P25694	Q07913
CDC48	NSE3	P25694	Q05541
CDC48	NSE5	P25694	Q03718
CDC48	NSL1	P25694	Q12143
CDC48	NUF2	P25694	P33895
CDC48	NUP159	P25694	P40477
CDC48	NUP188	P25694	P52593
CDC48	NUP192	P25694	P47054
CDC48	NUP2	P25694	P32499
CDC48	NUP57	P25694	P48837
CDC48	NUP85	P25694	P46673
CDC48	NUT2	P25694	Q06213
CDC48	OCA1	P25694	P50946
CDC48	OCA5	P25694	P38738
CDC48	OCA6	P25694	Q12454
CDC48	ORC2	P25694	P32833
CDC48	ORC3	P25694	P54790
CDC48	ORC6	P25694	P38826
CDC48	OST1	P25694	P41543
CDC48	OST2	P25694	P46964
CDC48	OST3	P25694	P48439
CDC48	OTU1	P25694	P43558
CDC48	PAB1	P25694	P04147
CDC48	PAM16	P25694	P42949
CDC48	PAM17	P25694	P36147
CDC48	PAN1	P25694	P32521
CDC48	PAU13	P25694	P38725
CDC48	PCF11	P25694	P39081
CDC48	PDA1	P25694	P16387
CDC48	PDC5	P25694	P16467
CDC48	PDS5	P25694	Q04264
CDC48	PEX13	P25694	P80667
CDC48	PEX30	P25694	Q06169
CDC48	PFY1	P25694	P07274
CDC48	PGA3	P25694	Q12746
CDC48	PHB2	P25694	P50085
CDC48	PHO23	P25694	P50947
CDC48	PHO86	P25694	P46956
CDC48	PIN4	P25694	P34217
CDC48	PKC1	P25694	P24583
CDC48	PKH1	P25694	Q03407
CDC48	PKR1	P25694	Q03880
CDC48	PMR1	P25694	P13586
CDC48	PNG1	P25694	Q02890
CDC48	POB3	P25694	Q04636
CDC48	POC4	P25694	Q12245
CDC48	POL12	P25694	P38121
CDC48	POL31	P25694	P46957
CDC48	POP7	P25694	P38291
CDC48	POT1	P25694	P27796
CDC48	PPG1	P25694	P32838
CDC48	PPT1	P25694	P53043
CDC48	PPZ1	P25694	P26570
CDC48	PPZ2	P25694	P33329
CDC48	PRE10	P25694	P21242
CDC48	PRE2	P25694	P30656
CDC48	PRE4	P25694	P30657
CDC48	PRE6	P25694	P40303
CDC48	PRE7	P25694	P23724
CDC48	PRE9	P25694	P23638
CDC48	PRP19	P25694	P32523
CDC48	PRP2	P25694	P20095
CDC48	PRP43	P25694	P53131
CDC48	PSH1	P25694	Q12161
