	Gene names	Protein IDs	LFQ intensity 1	LFQ intensity 2	LFQ intensity 3	LFQ intensity 4	LFQ intensity 5	LFQ intensity 6	LFQ intensity 7	LFQ intensity 8	LFQ intensity 9	LFQ intensity 10	LFQ intensity 11	LFQ intensity 12	LFQ intensity 13	LFQ intensity 14	LFQ intensity 15
830	MRPS35	P82673	0.0	0.0	0.0	0.0	32903000.0	0.0	0.0	0.0	0.0	0.0	0.0	34791000.0	30436000.0	0.0	22931000.0
831	MRPS5	P82675	0.0	0.0	30207000.0	0.0	25180000.0	13726000.0	24803000.0	0.0	0.0	0.0	0.0	25778000.0	23735000.0	12886000.0	16182000.0
832	MRPS36	P82909	0.0	0.0	0.0	0.0	0.0	52664000.0	32943000.0	0.0	0.0	66301000.0	62608000.0	0.0	22091000.0	0.0	0.0
833	MRPS15	P82914	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
834	MRPS34	P82930	0.0	0.0	30538000.0	0.0	28108000.0	0.0	27694000.0	0.0	0.0	0.0	0.0	34065000.0	27071000.0	0.0	0.0
835	MRPS6	P82932	0.0	0.0	0.0	0.0	24279000.0	0.0	0.0	0.0	0.0	0.0	0.0	24875000.0	0.0	0.0	0.0
836	MRPS9	P82933	8046200.0	0.0	50283000.0	0.0	61504000.0	16637000.0	39676000.0	9200900.0	0.0	21174000.0	0.0	68968000.0	72382000.0	18376000.0	29435000.0
837	RPL24	P83731	575430000.0	323020000.0	547820000.0	381730000.0	419020000.0	495110000.0	463830000.0	359410000.0	386090000.0	343940000.0	359530000.0	413080000.0	397800000.0	604750000.0	541710000.0
838	RPL36AL;RPL36A	Q969Q0;P83881	127350000.0	71571000.0	112950000.0	50098000.0	105660000.0	0.0	114110000.0	89814000.0	0.0	88919000.0	0.0	101500000.0	98471000.0	117700000.0	109960000.0
839	ERH	P84090	357300000.0	367460000.0	434550000.0	0.0	715620000.0	209990000.0	631160000.0	152370000.0	0.0	221340000.0	0.0	682210000.0	547670000.0	350930000.0	305030000.0
840	RPL19	P84098	304930000.0	191630000.0	205500000.0	84696000.0	217140000.0	216940000.0	206580000.0	183240000.0	176330000.0	196150000.0	164630000.0	190670000.0	187540000.0	306330000.0	292270000.0
841	SRSF3	P84103	482130000.0	405720000.0	554270000.0	72463000.0	876550000.0	343290000.0	702250000.0	364670000.0	217930000.0	398860000.0	115520000.0	803590000.0	731500000.0	434980000.0	476180000.0
842	FOXK1	P85037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	92978000.0	0.0	0.0	31049000.0	0.0
843	RBM10	P98175	0.0	0.0	0.0	0.0	0.0	0.0	20937000.0	14315000.0	0.0	0.0	0.0	0.0	0.0	21471000.0	0.0
844	RBM3	P98179	37398000.0	0.0	0.0	0.0	0.0	38645000.0	70664000.0	57789000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
845	TFAM	Q00059	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12652000.0	0.0	0.0	0.0	0.0	0.0	0.0	19010000.0
846	SLC25A3	Q00325	55936000.0	101590000.0	106910000.0	204330000.0	44970000.0	115200000.0	87451000.0	143170000.0	0.0	100760000.0	0.0	51475000.0	64001000.0	0.0	0.0
847	HDLBP	Q00341	29458000.0	21839000.0	24120000.0	0.0	0.0	33981000.0	24125000.0	32896000.0	0.0	0.0	37054000.0	0.0	0.0	0.0	36930000.0
848	CDK5	Q00535	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
849	CLTC	Q00610;P53675	21134000.0	97039000.0	24603000.0	31646000.0	9380000.0	106830000.0	10805000.0	20109000.0	18705000.0	16587000.0	31972000.0	20316000.0	16121000.0	18651000.0	8306800.0
850	SORD	Q00796	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
851	HNRNPU	Q00839	247190000.0	106890000.0	224370000.0	28825000.0	244170000.0	232150000.0	220670000.0	336580000.0	77003000.0	384490000.0	105220000.0	215260000.0	195900000.0	156430000.0	367800000.0
852	U2AF1	Q01081;Q8WU68	106610000.0	75521000.0	123340000.0	0.0	147040000.0	79489000.0	223280000.0	91704000.0	153480000.0	113780000.0	0.0	144460000.0	109630000.0	161170000.0	84600000.0
853	SPTBN1	Q01082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
854	SET;SETSIP	Q01105;P0DME0	41533000.0	94994000.0	52288000.0	67504000.0	0.0	124770000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
855	SRSF2	Q01130	42569000.0	45130000.0	51087000.0	0.0	68190000.0	50720000.0	78481000.0	0.0	0.0	0.0	0.0	91593000.0	56054000.0	74519000.0	0.0
856	FABP5	Q01469	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
857	DR1	Q01658	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
858	TFAP4	Q01664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
859	EXOSC10	Q01780	643030000.0	255410000.0	0.0	178890000.0	14565000.0	2187000.0	58632000.0	0.0	47169000.0	0.0	0.0	267670000.0	308520000.0	149870000.0	57134000.0
860	EWSR1	Q01844	104110000.0	67517000.0	111340000.0	23958000.0	242650000.0	117850000.0	148790000.0	241760000.0	55719000.0	192220000.0	27563000.0	169710000.0	157630000.0	129510000.0	304290000.0
861	OGDH	Q02218	0.0	0.0	0.0	0.0	0.0	409020000.0	223300000.0	0.0	0.0	365740000.0	422190000.0	0.0	166920000.0	0.0	0.0
862	KIF23	Q02241	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
863	RPL18A	Q02543	370660000.0	244780000.0	246750000.0	81512000.0	234350000.0	243250000.0	247570000.0	105400000.0	73041000.0	139770000.0	122160000.0	288250000.0	215010000.0	377130000.0	271520000.0
864	FKBP4	Q02790	0.0	0.0	0.0	0.0	0.0	45071000.0	0.0	0.0	0.0	0.0	0.0	9243000.0	0.0	0.0	0.0
865	PLOD1	Q02809	0.0	0.0	9050700.0	0.0	0.0	0.0	6749300.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12554000.0
866	RPL6	Q02878	578180000.0	307950000.0	335530000.0	132290000.0	354310000.0	337640000.0	329210000.0	245950000.0	279410000.0	228980000.0	171080000.0	375790000.0	365480000.0	613300000.0	412160000.0
867	SLC25A11	Q02978	36906000.0	36182000.0	51645000.0	84050000.0	25912000.0	30479000.0	54778000.0	65812000.0	50249000.0	54062000.0	24492000.0	24851000.0	28688000.0	40635000.0	26739000.0
868	CEBPZ	Q03701	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
869	EIF4G1	Q04637;REV__Q8NEG2	76382000.0	182080000.0	86229000.0	107400000.0	122710000.0	61702000.0	86185000.0	76027000.0	301560000.0	218120000.0	11234000.0	97441000.0	107090000.0	74913000.0	197940000.0
870	GLO1	Q04760	0.0	10935000.0	0.0	0.0	0.0	15814000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
871	YWHAH	Q04917	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
872	CSTF1	Q05048	0.0	51400000.0	2199700000.0	0.0	3210499999.9999995	0.0	2424500000.0	0.0	108850000.0	28262000.0	0.0	2772700000.0	3100299999.9999995	17784000.0	43286000.0
873	SRSF11	Q05519	155620000.0	178030000.0	90898000.0	213640000.0	143530000.0	166270000.0	126090000.0	164400000.0	280270000.0	168590000.0	383430000.0	124430000.0	191770000.0	172320000.0	175160000.0
874	PPAT	Q06203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
875	GFPT1;GFPT2	Q06210;O94808	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
876	EXOSC9	Q06265	353900000.0	151450000.0	14330000.0	96845000.0	34849000.0	21899000.0	66944000.0	0.0	101810000.0	0.0	0.0	127300000.0	212150000.0	183080000.0	68208000.0
877	FMR1	Q06787	63250000.0	45032000.0	66191000.0	0.0	126340000.0	48722000.0	91234000.0	62070000.0	0.0	101810000.0	0.0	111930000.0	93989000.0	92030000.0	104640000.0
878	PRDX1	Q06830	190710000.0	324510000.0	233930000.0	279590000.0	148350000.0	360970000.0	140280000.0	217130000.0	215640000.0	217930000.0	329730000.0	180580000.0	204210000.0	163990000.0	150070000.0
879	RPL18	Q07020	1272600000.0	728340000.0	664630000.0	390610000.0	740690000.0	773720000.0	681910000.0	557590000.0	628180000.0	530920000.0	414660000.0	788550000.0	811180000.0	1252700000.0	981200000.0
880	C1QBP	Q07021	41963000.0	91972000.0	115280000.0	73974000.0	50820000.0	97358000.0	41588000.0	27910000.0	61082000.0	35927000.0	57257000.0	70634000.0	46140000.0	167840000.0	126340000.0
881	CKAP4	Q07065	11189000.0	12416000.0	17558000.0	0.0	23032000.0	18074000.0	16624000.0	0.0	12307000.0	0.0	0.0	14487000.0	17987000.0	13065000.0	0.0
882	TJP1	Q07157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
883	KHDRBS1	Q07666;Q5VWX1	129550000.0	35633000.0	148630000.0	14686000.0	202690000.0	98481000.0	171220000.0	177750000.0	0.0	169330000.0	0.0	179680000.0	181530000.0	106280000.0	250370000.0
884	SRSF1	Q07955	157110000.0	164220000.0	212580000.0	24992000.0	279020000.0	147770000.0	278250000.0	69443000.0	31313000.0	86691000.0	15224000.0	253430000.0	295950000.0	167180000.0	139630000.0
885	SRSF4	Q08170	326810000.0	361420000.0	335530000.0	0.0	626360000.0	365510000.0	356470000.0	228830000.0	70416000.0	291070000.0	0.0	642940000.0	596620000.0	412250000.0	416700000.0
886	DHX9	Q08211	183810000.0	92838000.0	218450000.0	21187000.0	318190000.0	161850000.0	265310000.0	295840000.0	37931000.0	266460000.0	18133000.0	259050000.0	250670000.0	151120000.0	321790000.0
887	GOLGA2	Q08379	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
888	CAMSAP2	Q08AD1	25603000.0	15644000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
889	NSUN2	Q08J23	44177000.0	0.0	19604000.0	18255000.0	27819000.0	28123000.0	22600000.0	19686000.0	0.0	23426000.0	0.0	28629000.0	22939000.0	45109000.0	34206000.0
890	RBBP4	Q09028	57489000.0	45013000.0	0.0	0.0	22187000.0	60119000.0	0.0	50425000.0	0.0	32265000.0	0.0	0.0	31688000.0	70916000.0	0.0
891	NCBP1	Q09161	30720000.0	23950000.0	44023000.0	0.0	54834000.0	0.0	64168000.0	40172000.0	0.0	0.0	0.0	52034000.0	39947000.0	22216000.0	32917000.0
892	CPSF1	Q10570	11823000.0	135600000.0	1097300000.0	0.0	1896600000.0	11833000.0	1368900000.0	19093000.0	30394000.0	293220000.0	166760000.0	1626199999.9999998	1705799999.9999998	243120000.0	172690000.0
893	PMPCA	Q10713	24903000.0	0.0	0.0	0.0	0.0	56861000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42887000.0	0.0
894	TBL3	Q12788	28745000.0	11335000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12486000.0	12224000.0	14149000.0	5416900.0
895	GTF3C1	Q12789	20956000.0	0.0	0.0	0.0	0.0	0.0	12621000.0	0.0	0.0	0.0	0.0	0.0	0.0	22073000.0	12202000.0
896	TFCP2	Q12800;Q9NZI7	0.0	13594000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11669000.0	0.0
897	SMARCB1	Q12824	0.0	452160000.0	63002000.0	0.0	94317000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	234720000.0	312880000.0	0.0
898	GRSF1	Q12849	19634000.0	24936000.0	19752000.0	0.0	18673000.0	20158000.0	23685000.0	0.0	0.0	0.0	0.0	19762000.0	22442000.0	23114000.0	24833000.0
899	SFSWAP	Q12872	44117000.0	0.0	0.0	0.0	0.0	15487000.0	16268000.0	0.0	0.0	0.0	0.0	10194000.0	0.0	42609000.0	0.0
900	SF3A3	Q12874	17866000.0	23899000.0	21931000.0	0.0	19172000.0	29281000.0	17856000.0	22197000.0	0.0	24203000.0	0.0	27614000.0	30713000.0	15591000.0	17057000.0
901	TRIM26	Q12899	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
902	ILF2	Q12905	162880000.0	73874000.0	104760000.0	19033000.0	165160000.0	81864000.0	108700000.0	144420000.0	12445000.0	161760000.0	29519000.0	133190000.0	139520000.0	100350000.0	256090000.0
903	ILF3	Q12906	105300000.0	50242000.0	111030000.0	17453000.0	132400000.0	74188000.0	131490000.0	113110000.0	0.0	164600000.0	0.0	133150000.0	140280000.0	43305000.0	177750000.0
904	PTPN13	Q12923	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
905	TRAP1	Q12931	12958000.0	29037000.0	18025000.0	19020000.0	8175600.0	67498000.0	0.0	15943000.0	0.0	17478000.0	27404000.0	12412000.0	15836000.0	0.0	0.0
906	MYO1E	Q12965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
907	NFX1	Q12986	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
908	CSTF3	Q12996	0.0	50451000.0	2584300000.0	0.0	4173000000.0	1982200.0	3024599999.9999995	0.0	127070000.0	24651000.0	0.0	3462399999.9999995	3892700000.0	10346000.0	22938000.0
909	CDC16	Q13042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
910	FLII	Q13045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
911	ACACA	Q13085	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
912	GPS1	Q13098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
913	CHAF1B	Q13112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
914	IK	Q13123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
915	PPFIA1	Q13136;O75334;O75335;O75145	37103000.0	13721000.0	0.0	0.0	0.0	0.0	0.0	0.0	20837000.0	0.0	0.0	0.0	0.0	0.0	0.0
916	TARDBP	Q13148	0.0	25900000.0	23565000.0	0.0	22524000.0	34566000.0	0.0	35122000.0	24049000.0	25973000.0	0.0	19490000.0	0.0	0.0	0.0
917	HNRNPA0	Q13151	102820000.0	0.0	118040000.0	0.0	183130000.0	107370000.0	133620000.0	197010000.0	0.0	219910000.0	0.0	160610000.0	141040000.0	92060000.0	227050000.0
918	PRDX4	Q13162	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
919	CBX3	Q13185;P83916;P45973	9747800.0	0.0	0.0	0.0	0.0	16957000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
920	PSMD2	Q13200	0.0	0.0	0.0	0.0	0.0	19815000.0	0.0	20449000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
921	GPS2	Q13227	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
922	SRSF9	Q13242	53581000.0	46411000.0	90623000.0	0.0	138490000.0	50151000.0	101760000.0	61108000.0	0.0	68807000.0	0.0	140710000.0	113420000.0	52475000.0	65968000.0
923	SRSF5	Q13243	59288000.0	46231000.0	49549000.0	0.0	70202000.0	56219000.0	58391000.0	24199000.0	0.0	37920000.0	30662000.0	68150000.0	70133000.0	74771000.0	57185000.0
924	SRSF6	Q13247	180450000.0	189870000.0	301630000.0	0.0	346900000.0	158730000.0	302370000.0	103420000.0	0.0	115570000.0	0.0	264240000.0	271440000.0	177220000.0	95381000.0
925	TRIM28	Q13263	28959000.0	46424000.0	30395000.0	46718000.0	0.0	73258000.0	14049000.0	28648000.0	0.0	29667000.0	66807000.0	24265000.0	19165000.0	23011000.0	33784000.0
926	G3BP1	Q13283	170560000.0	211060000.0	196570000.0	17071000.0	270790000.0	100980000.0	261590000.0	190790000.0	44628000.0	271710000.0	46200000.0	194140000.0	186400000.0	451760000.0	310410000.0
927	PABPC4	Q13310;P0CB38	280900000.0	208270000.0	352030000.0	52016000.0	502180000.0	209520000.0	500090000.0	375540000.0	135790000.0	536990000.0	35032000.0	426080000.0	478910000.0	272690000.0	644070000.0
928	EIF3I	Q13347	14987000.0	940450000.0	13288000.0	522900000.0	27228000.0	24148000.0	11591000.0	12530000.0	1267900000.0	427100000.0	0.0	14484000.0	7231700.0	16384000.0	232110000.0
929	MRPL49	Q13405	0.0	0.0	21118000.0	0.0	51384000.0	0.0	24598000.0	0.0	0.0	0.0	0.0	0.0	38687000.0	0.0	0.0
930	DYNC1I2	Q13409	7514500.0	117430000.0	2079700000.0	4680200000.0	31211000.0	26434000.0	2036300000.0	2110800000.0	330240000.0	2209200000.0	0.0	0.0	0.0	0.0	0.0
931	SNTB2	Q13425	0.0	0.0	12606000.0	0.0	36978000.0	0.0	18820000.0	0.0	0.0	0.0	21936000.0	40837000.0	14636000.0	0.0	16678000.0
932	PPIG	Q13427	27740000.0	0.0	20527000.0	0.0	37234000.0	0.0	0.0	0.0	0.0	0.0	0.0	37855000.0	42728000.0	29768000.0	0.0
933	TCOF1	Q13428	43576000.0	65070000.0	47392000.0	56643000.0	30797000.0	0.0	0.0	44118000.0	62719000.0	40870000.0	0.0	0.0	0.0	47191000.0	44338000.0
934	SF3B2	Q13435	40526000.0	37739000.0	38996000.0	30829000.0	45725000.0	40696000.0	37436000.0	43938000.0	36463000.0	41154000.0	39446000.0	39912000.0	45774000.0	40726000.0	51665000.0
935	SQSTM1	Q13501	0.0	13859000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16725000.0	35210000.0	0.0	0.0	54104000.0	0.0
936	TUBB3	Q13509	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
937	PRPF4B	Q13523	9202400.0	0.0	10076000.0	0.0	13727000.0	0.0	0.0	0.0	0.0	0.0	0.0	11874000.0	13610000.0	11737000.0	0.0
938	PIN1	Q13526	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
939	HDAC1;HDAC2	Q13547;Q92769	0.0	0.0	0.0	0.0	0.0	23737000.0	33793000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
940	DCTN2	Q13561	104220000.0	0.0	14097000.0	233490000.0	28486000.0	0.0	28489000.0	0.0	0.0	0.0	0.0	0.0	6544600.0	0.0	118260000.0
941	SNW1	Q13573	12037000.0	0.0	0.0	0.0	16775000.0	9150700.0	14261000.0	0.0	0.0	11642000.0	0.0	15059000.0	18165000.0	13877000.0	13874000.0
942	TRA2A	Q13595	19579000.0	30749000.0	56913000.0	0.0	91950000.0	20258000.0	83163000.0	0.0	13275000.0	18622000.0	0.0	71514000.0	59525000.0	26325000.0	18841000.0
943	KRR1	Q13601	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9290700.0	0.0	0.0	0.0	16507000.0	17344000.0
944	PWP1	Q13610	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
945	MOGS	Q13724	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
946	THOC5	Q13769	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
947	SPTAN1	Q13813	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
948	GNL2	Q13823	9662300.0	0.0	0.0	0.0	8113100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
949	DDX39B;DDX39A	Q13838;O00148	35251000.0	50177000.0	42167000.0	34858000.0	33406000.0	65473000.0	33775000.0	27095000.0	0.0	26426000.0	0.0	44618000.0	46571000.0	28299000.0	0.0
950	EXOSC2	Q13868	354130000.0	156550000.0	0.0	111240000.0	64386000.0	5233600.0	211700000.0	0.0	420840000.0	0.0	0.0	178590000.0	213960000.0	325670000.0	149730000.0
951	TUBB2A	Q13885	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
952	BYSL	Q13895	33309000.0	10676000.0	15070000.0	0.0	15334000.0	17666000.0	15771000.0	0.0	26666000.0	19025000.0	0.0	13343000.0	0.0	41507000.0	47033000.0
953	C1D	Q13901	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
954	CKAP5	Q14008	47076000.0	4977000.0	0.0	0.0	0.0	42131000.0	0.0	0.0	0.0	0.0	0.0	2983400.0	2191100.0	92040000.0	0.0
955	CIRBP	Q14011	0.0	0.0	0.0	0.0	0.0	0.0	18990000.0	0.0	0.0	0.0	0.0	9809900.0	0.0	0.0	0.0
956	HNRNPD	Q14103	156870000.0	110850000.0	127780000.0	42273000.0	196950000.0	134470000.0	151370000.0	207340000.0	62898000.0	200920000.0	46826000.0	170220000.0	195680000.0	141080000.0	286720000.0
957	BOP1	Q14137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
958	SEPT6	Q14141	0.0	1512099999.9999998	0.0	3159699999.9999995	0.0	2085900000.0	0.0	0.0	0.0	0.0	5622300000.0	683340000.0	40250000.0	0.0	0.0
959	KEAP1	Q14145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
960	SAFB2	Q14151	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
961	EIF3A	Q14152	10227000.0	1011300000.0	14395000.0	857170000.0	20033000.0	18107000.0	15243000.0	8241900.0	1786699999.9999995	482450000.0	0.0	12114000.0	23154000.0	12886000.0	229280000.0
962	ARHGEF7	Q14155	62954000.0	49622000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
963	UBAP2L	Q14157	33919000.0	38333000.0	38618000.0	0.0	37449000.0	40621000.0	37456000.0	43368000.0	0.0	41216000.0	0.0	31961000.0	0.0	41939000.0	40386000.0
964	SCRIB	Q14160	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
965	GIT2	Q14161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
966	CRMP1	Q14194	0.0	0.0	0.0	0.0	0.0	17013000.0	0.0	0.0	0.0	0.0	0.0	0.0	17802000.0	0.0	0.0
967	ICT1	Q14197	0.0	0.0	0.0	0.0	9735700.0	0.0	5876000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
968	DCTN1	Q14203	117070000.0	0.0	0.0	479300000.0	33403000.0	0.0	32446000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	133840000.0
969	DYNC1H1	Q14204	2495500.0	97018000.0	4532200000.0	10517000000.0	14883000.0	7002700.0	4584100000.0	5462500000.0	134120000.0	4098100000.0	482870.0	104960.0	0.0	41773.0	0.0
970	TCEB3	Q14241	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
971	MAP7	Q14244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
972	RCN2	Q14257	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
973	GNA13	Q14344	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
974	CAPRIN1	Q14444	228240000.0	154830000.0	170180000.0	39309000.0	364930000.0	126110000.0	285530000.0	198360000.0	93152000.0	351420000.0	0.0	270280000.0	231520000.0	312550000.0	389410000.0
975	RBM39	Q14498	464700000.0	171500000.0	110940000.0	133700000.0	179130000.0	348280000.0	181060000.0	165950000.0	313100000.0	174190000.0	275640000.0	231010000.0	185000000.0	521840000.0	186160000.0
976	HLTF	Q14527	246090000.0	0.0	0.0	0.0	0.0	387770000.0	36700000.0	0.0	3799800.0	0.0	0.0	71791000.0	0.0	330450000.0	0.0
977	DHX8	Q14562	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
978	MCM6	Q14566	520440000.0	5661800.0	358440000.0	13182000.0	0.0	7729300.0	0.0	0.0	0.0	0.0	3752600000.0	1061700000.0	7255700.0	0.0	1809100000.0
979	ITPR2	Q14571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
980	PUM1	Q14671;Q8TB72	10907000.0	11807000.0	16357000.0	0.0	31401000.0	0.0	16320000.0	24036000.0	0.0	26620000.0	0.0	20272000.0	22326000.0	12662000.0	25812000.0
981	SMC1A	Q14683	11358000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9321800.0	0.0
982	RRP1B	Q14684	45869000.0	22921000.0	29941000.0	0.0	32094000.0	25830000.0	29484000.0	21184000.0	0.0	23850000.0	0.0	27731000.0	0.0	61409000.0	36616000.0
983	PDCD11	Q14690	44905000.0	20528000.0	33982000.0	0.0	56374000.0	20958000.0	36246000.0	7149700.0	0.0	15950000.0	0.0	45974000.0	35891000.0	60606000.0	31722000.0
984	GINS1	Q14691	0.0	0.0	489530000.0	398180000.0	0.0	0.0	0.0	0.0	578380000.0	0.0	1087600000.0	0.0	502480000.0	0.0	0.0
985	BMS1	Q14692	9003800.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12974000.0	9401000.0
986	USP10	Q14694	160610000.0	115500000.0	141060000.0	15910000.0	240370000.0	106750000.0	205240000.0	149580000.0	62950000.0	248740000.0	36132000.0	202040000.0	188510000.0	298730000.0	293200000.0
987	GANAB	Q14697	26794000.0	59092000.0	30547000.0	34314000.0	0.0	90392000.0	0.0	23971000.0	22267000.0	27226000.0	56254000.0	0.0	22711000.0	15389000.0	0.0
988	LBR	Q14739	60176000.0	66113000.0	0.0	0.0	41444000.0	87770000.0	0.0	65739000.0	70390000.0	0.0	0.0	0.0	49437000.0	71419000.0	0.0
