PG.ProteinGroups	PG.Genes	PG.ProteinNames	[1] 20250502_YM_LS_Pooled_Lysates_IP01.raw.PG.NrOfPrecursorsIdentified	[2] 20250502_YM_LS_Pooled_Lysates_IP02.raw.PG.NrOfPrecursorsIdentified	[3] 20250502_YM_LS_Pooled_Lysates_IP03.raw.PG.NrOfPrecursorsIdentified	[4] 20250502_YM_LS_Pooled_Lysates_IP04.raw.PG.NrOfPrecursorsIdentified	[5] 20250502_YM_LS_Pooled_Lysates_IP05.raw.PG.NrOfPrecursorsIdentified	[6] 20250502_YM_LS_Pooled_Lysates_IP06.raw.PG.NrOfPrecursorsIdentified	[7] 20250502_YM_LS_Pooled_Lysates_IP07.raw.PG.NrOfPrecursorsIdentified	[8] 20250502_YM_LS_Pooled_Lysates_IP08.raw.PG.NrOfPrecursorsIdentified	[9] 20250502_YM_LS_Pooled_Lysates_IP09.raw.PG.NrOfPrecursorsIdentified	[10] 20250502_YM_LS_Pooled_Lysates_IP10.raw.PG.NrOfPrecursorsIdentified	[11] 20250502_YM_LS_Pooled_Lysates_IP11.raw.PG.NrOfPrecursorsIdentified	[12] 20250502_YM_LS_Pooled_Lysates_IP12.raw.PG.NrOfPrecursorsIdentified	[13] 20250502_YM_LS_Pooled_Lysates_IP13.raw.PG.NrOfPrecursorsIdentified	[14] 20250502_YM_LS_Pooled_Lysates_IP14.raw.PG.NrOfPrecursorsIdentified	[15] 20250502_YM_LS_Pooled_Lysates_IP15.raw.PG.NrOfPrecursorsIdentified	[1] 20250502_YM_LS_Pooled_Lysates_IP01.raw.PG.Quantity	[2] 20250502_YM_LS_Pooled_Lysates_IP02.raw.PG.Quantity	[3] 20250502_YM_LS_Pooled_Lysates_IP03.raw.PG.Quantity	[4] 20250502_YM_LS_Pooled_Lysates_IP04.raw.PG.Quantity	[5] 20250502_YM_LS_Pooled_Lysates_IP05.raw.PG.Quantity	[6] 20250502_YM_LS_Pooled_Lysates_IP06.raw.PG.Quantity	[7] 20250502_YM_LS_Pooled_Lysates_IP07.raw.PG.Quantity	[8] 20250502_YM_LS_Pooled_Lysates_IP08.raw.PG.Quantity	[9] 20250502_YM_LS_Pooled_Lysates_IP09.raw.PG.Quantity	[10] 20250502_YM_LS_Pooled_Lysates_IP10.raw.PG.Quantity	[11] 20250502_YM_LS_Pooled_Lysates_IP11.raw.PG.Quantity	[12] 20250502_YM_LS_Pooled_Lysates_IP12.raw.PG.Quantity	[13] 20250502_YM_LS_Pooled_Lysates_IP13.raw.PG.Quantity	[14] 20250502_YM_LS_Pooled_Lysates_IP14.raw.PG.Quantity	[15] 20250502_YM_LS_Pooled_Lysates_IP15.raw.PG.Quantity	[1] 20250502_YM_LS_Pooled_Lysates_IP01.raw.PG.IBAQ	[2] 20250502_YM_LS_Pooled_Lysates_IP02.raw.PG.IBAQ	[3] 20250502_YM_LS_Pooled_Lysates_IP03.raw.PG.IBAQ	[4] 20250502_YM_LS_Pooled_Lysates_IP04.raw.PG.IBAQ	[5] 20250502_YM_LS_Pooled_Lysates_IP05.raw.PG.IBAQ	[6] 20250502_YM_LS_Pooled_Lysates_IP06.raw.PG.IBAQ	[7] 20250502_YM_LS_Pooled_Lysates_IP07.raw.PG.IBAQ	[8] 20250502_YM_LS_Pooled_Lysates_IP08.raw.PG.IBAQ	[9] 20250502_YM_LS_Pooled_Lysates_IP09.raw.PG.IBAQ	[10] 20250502_YM_LS_Pooled_Lysates_IP10.raw.PG.IBAQ	[11] 20250502_YM_LS_Pooled_Lysates_IP11.raw.PG.IBAQ	[12] 20250502_YM_LS_Pooled_Lysates_IP12.raw.PG.IBAQ	[13] 20250502_YM_LS_Pooled_Lysates_IP13.raw.PG.IBAQ	[14] 20250502_YM_LS_Pooled_Lysates_IP14.raw.PG.IBAQ	[15] 20250502_YM_LS_Pooled_Lysates_IP15.raw.PG.IBAQ
P35997;P38711	RPS27A;RPS27B	RS27_YEAST;RS27B_YEAST	13	13	14	14	13	13	13	14	13	13	13	13	14	14	14	3223545.75	3873592.75	4373947	3682727.5	4669791	3586691.25	3975855	3481028.25	3810551	4772494.5	3777952	4469583	4059917.25	5061864	5700965.5	3485945;3485945	4734967.2;4734967.2	4359063;4359063	3839551.5;3839551.5	5076228.2;5076228.2	3666512.3;3666512.3	4503999.3;4503999.3	3627818.6;3627818.6	4178250.9;4178250.9	4862518.3;4862518.3	4289613.8;4289613.8	4533478.2;4533478.2	4189682.3;4189682.3	5094538.6;5094538.6	5476662.8;5476662.8
P35999	OCT1	PMIP_YEAST	0	0	1	1	0	1	0	0	0	1	0	1	1	1	1	NaN	NaN	8693.6669921875	10717.509765625	NaN	11428.2685546875	NaN	NaN	NaN	NaN	NaN	NaN	16550.916015625	15525.0947265625	6940.5966796875	NaN	NaN	193.2	238.2	NaN	254	NaN	NaN	NaN	0	NaN	0	367.8	345	154.2
P36000	APL2	AP1B1_YEAST	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	16216.19921875	NaN	28087.794921875	29639.2734375	19295.884765625	28802.404296875	24572.009765625	NaN	NaN	23007.998046875	26092.2265625	NaN	24211.13671875	30131.21875	27375.6171875	415.8	551.4	720.2	760	494.8	738.5	630.1	415.8	NaN	589.9	669	NaN	620.8	772.6	701.9
P36008	TEF4	EF1G2_YEAST	31	31	32	33	31	35	30	31	31	33	33	34	32	34	33	2019704.375	2423524.25	1696006	2169034.25	2266314.25	2398101.5	1927045.125	2190733.75	2329289	3555888.75	2817697.75	3188143	2624765	2338570.75	2234977	748918.5	928694.1	615398.8	775288.7	877822.6	809059.9	759070.9	861229.8	888414.5	1304983.6	1030351.3	1171425.3	971718.3	862575.8	830741.5
P36009	DHR2	DHR2_YEAST	8	7	9	7	8	8	7	5	5	8	3	7	7	9	9	38083.265625	31186.009765625	49152.64453125	35389.96875	48071.625	24856.240234375	46939.421875	20538.140625	19442.345703125	14437.8564453125	6906.8662109375	24129.5859375	19265.0546875	39361.328125	38189.2734375	7374.7	5475.4	9580.1	3555.8	12619.1	4177.8	3950.6	4550.9	1741.9	3355.5	1123.9	5955.1	6281.6	8872.2	7951.5
P36010	YNK1	NDK_YEAST	13	8	10	11	5	11	9	9	12	10	12	9	11	11	9	240710.859375	139865.546875	99152.171875	300578.875	118553.5390625	602360.9375	149939.671875	276726.84375	295095.53125	336875.59375	360788.59375	263309.34375	557500.5625	281237.375	181221.390625	137081.1	67247	51954.1	159951.4	54976.3	299063.5	72753.4	144210.6	183501.7	177018.4	230003.6	141985.3	309616.4	153580.9	93834.3
P36013	MAE1	MAOM_YEAST	23	20	25	25	21	25	21	21	19	25	21	24	25	26	26	211520.484375	239847	262623.125	253011.03125	214463.4375	246179.65625	249855.921875	245733.0625	201049.328125	269989.03125	227362.84375	249571.515625	218822.484375	254394.5625	253708.34375	62507.9	66911.3	80038.6	73479.8	60522.3	71193.7	68345.6	66744.2	57428.3	82400.1	66912.4	74415.6	66051.5	70354.3	76205.1
P36015	YKT6	YKT6_YEAST	12	9	10	11	8	9	7	10	9	9	10	9	10	11	11	76338.7578125	92608.7734375	71965.1328125	65946.75	63750.8359375	74736.5234375	70012.6171875	84510.5859375	76793.34375	93298.28125	71571.1484375	101992.703125	84841.25	78746.6171875	66278.6640625	33179.2	36011	27515	29129.2	24381.6	31944.6	21467.6	35097.2	32663.4	37834.5	34298.2	41025.6	39605.1	35103	27977.2
P36016	LHS1	LHS1_YEAST	5	4	5	6	5	6	5	4	5	6	6	6	6	6	5	66452.7890625	65355.30078125	45778.58203125	61089.60546875	65331.6328125	70484.265625	41848.60546875	55510.3828125	51456.94921875	105368.4453125	90637.953125	86260.4921875	76877.1875	61206.26171875	59185.24609375	3945	3477.5	6538.7	5255.8	13649.8	4943.5	4131.1	2661.8	7281.7	9958.6	6690.6	10067.7	8983.3	5935.1	3488.7
P36017	VPS21	VPS21_YEAST	6	4	5	5	4	5	6	4	4	5	5	5	6	6	6	96556.4375	87484.578125	77025.2890625	92474.984375	104313.9296875	120579.65625	85180.0703125	90733.6484375	115858.4453125	105963.546875	121284.0625	86171.7734375	102411.484375	100041.6953125	85260.640625	22777.3	17555.1	20571.7	24238.3	25261.8	30354.8	20242.4	22996.2	28194.4	26361.4	30556.8	24174.8	28208.1	24538.2	20975.9
P36018	YPT52	YPT52_YEAST	4	3	4	4	4	4	4	4	4	4	3	3	3	4	4	114738.140625	113457.5859375	96907	114540.9375	113945.5	117597.84375	102353.125	149811.328125	127609.5234375	138756.796875	133173.125	134099.953125	139791.828125	108349.203125	97159.5703125	25452.2	23676.7	20916.2	24874.9	25249.7	25785.1	22573.1	32450.8	28245.7	30875.8	27640	27660.8	29384.6	24032.4	22020.2
P36022	DYN1	DYHC_YEAST	2	2	3	4	0	3	0	3	2	4	3	4	4	3	3	117674.6875	NaN	89361.7265625	160985.859375	NaN	137618.234375	NaN	103232.21875	60750.96875	299841.3125	157032.46875	254678.046875	114195.8984375	140697.765625	178199.265625	1029.1	1152.8	973.2	1839.5	NaN	1611.9	NaN	1628.7	357.7	3670.8	2433.6	3015.2	1592.8	1395.3	1665
P36036	YRA2	YRA2_YEAST	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	NaN	61617.16015625	47320.87890625	87122.2265625	117624.765625	49753.08984375	49512.48828125	77731.9375	67259.421875	73500.6171875	NaN	99026.75	37069.65234375	72690.109375	34143.703125	NaN	6161.7	4732.1	8712.2	11762.5	4975.3	4951.2	7773.2	6725.9	7350.1	NaN	9902.7	3707	7269	3414.4
P36047	SDS22	SDS22_YEAST	3	3	1	2	1	2	3	3	3	3	3	3	2	3	1	75034.953125	43871.88671875	NaN	41286.35546875	56853.359375	NaN	42818.38671875	109640.8515625	83940.3046875	47015.8046875	84487.125	76131.4453125	39716.00390625	25873.404296875	NaN	10024.4	8673.2	1326.8	3995.4	1344.6	2846.8	5281.7	14842.9	11074.1	6664.1	14422.5	12222.8	3959.1	2078.8	1202
P36048	SNU114	SN114_YEAST	6	5	8	10	11	7	7	6	5	8	3	11	3	10	7	65124.81640625	86185.4609375	73150.25	188057.796875	152626.3125	77230.1875	40462.26171875	69785.5	51582.4609375	87778.1796875	52336.44921875	144408.0625	54710.33203125	143446.640625	61636.484375	3117.9	3482.2	5014.2	12204.6	14248.6	5336.9	3201.5	3015.2	2959.2	6174.8	2910.2	8806.4	2558.7	14694.2	3447.4
P36049	EBP2	EBP2_YEAST	7	6	7	6	7	5	7	7	6	7	6	6	6	8	7	181024.265625	232241.828125	161547.03125	154042.875	213992.96875	85007.6796875	179224.953125	133991.140625	115257.7265625	110880.8515625	104985.0703125	124619.6953125	122410.15625	114770.953125	113985.7109375	28661.9	40429.8	27336	27358	41864.9	14100.2	32378.3	23156.4	21895.8	20795.8	16620	23127.6	22626.1	20788.6	20800.8
P36051	MCD4	MCD4_YEAST	1	0	1	1	0	1	1	1	1	1	0	0	1	1	1	6870.14404296875	NaN	5438.36767578125	NaN	NaN	21338.142578125	33178.79296875	45018.30078125	28867.134765625	NaN	NaN	NaN	21627.578125	24277.73828125	6081.77392578125	163.6	NaN	129.5	0	NaN	508.1	790	1071.9	687.3	0	NaN	NaN	514.9	578	144.8
P36053	ELF1	ELF1_YEAST	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	23277.00390625	6040.30224609375	20299.046875	29680.05859375	23828.447265625	28155.984375	17672.537109375	29441.833984375	30125.822265625	52738.4296875	35408.4375	26713.638671875	32531.982421875	22071.8125	22662.953125	2909.6	755	2537.4	3710	2978.6	3519.5	2209.1	3680.2	3765.7	6592.3	4426.1	3339.2	4066.5	2759	2832.9
P36056	RSM22	RT22_YEAST	13	0	8	9	34	30	3	5	3	8	26	6	32	9	30	15885.1923828125	NaN	12735.1689453125	14475.70703125	1312363.875	186158.125	9893.0498046875	9622.091796875	NaN	11341.3740234375	268969.84375	6001.22314453125	425803.53125	9186.5478515625	348916.40625	2747.2	NaN	1958	1714.5	482023.3	57799.2	520.9	1081.5	466.1	1548.9	81591.6	1246.4	142390.7	1528.7	112908.1
P36059	YKL151C	NNRD_YEAST	5	3	5	5	4	5	4	4	5	4	5	2	4	5	5	38104.21875	37196.15625	28458.71484375	22989.919921875	28484.818359375	39903.671875	26308.826171875	35851.3203125	51452.78125	24367.29296875	46890.55859375	NaN	37658.44921875	39677.78125	26884.3203125	7773.2	6473.6	6134.4	5237.2	6047.8	8810.5	6452.4	7199.7	10829.4	4641.5	9978.2	2121.7	7900.1	9151.5	5678.2
P36060	MCR1	MCR1_YEAST	24	19	21	24	21	23	19	22	24	23	23	24	23	24	23	250331.25	257967.21875	123398.1875	279245.25	201563.65625	464115.09375	181818.734375	425380.46875	265838.46875	288283.59375	312226.25	271848.4375	413490.34375	208083.40625	170689.984375	135287.9	139158.1	66306.6	153494	105026.4	255994	91367.6	211739.6	134802.6	166787.2	163269.3	155511.3	223817	119762.1	96455.1
P36069	PMU1	PMU1_YEAST	1	1	1	1	1	0	1	1	1	0	1	0	0	1	1	NaN	NaN	37474.95703125	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2040.5	1249.9	2498.3	1807.5	664.6	NaN	2185.5	1882.8	1072.2	NaN	1173.2	NaN	NaN	1507.7	672.4
P36080	RRP14	RRP14_YEAST	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	45659.55078125	64631.625	61579.4921875	67735.875	78992.7109375	49494.10546875	50216.4765625	50282.125	41501.89453125	53974.87109375	32307.916015625	36084.5390625	41207.78515625	60549.609375	60701.45703125	4899.7	6909.9	6586.4	7285.6	8498.4	5290.5	5384.8	5586.9	2225.7	5833.5	3463.7	3931.3	4463.3	6767.8	6695.8
P36081	YKL077W	YKH7_YEAST	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	NaN	NaN	19779.7421875	NaN	33306.796875	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	989	NaN	1665.3	NaN	1304.1	NaN	NaN	NaN	NaN	NaN	NaN	1448.5	NaN
P36091	DCW1	DCW1_YEAST	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	5905.47607421875	5005.4677734375	4729.24462890625	11340.4091796875	NaN	NaN	13883.2890625	10162.3115234375	8325.8486328125	20173.08203125	5513.6044921875	17139.1171875	8912.986328125	18907.173828125	9516.7177734375	369.1	312.8	295.6	708.8	NaN	NaN	867.7	635.1	520.4	1260.8	344.6	1071.2	557.1	1181.7	594.8
P36094	SPC42	SPC42_YEAST	3	0	1	0	0	2	0	3	0	3	0	0	0	1	3	50159.14453125	NaN	NaN	NaN	NaN	NaN	NaN	137048.234375	NaN	57632.80859375	NaN	NaN	NaN	NaN	36223.703125	5108.1	NaN	358.2	NaN	NaN	1963.9	NaN	13973.3	NaN	5942.4	NaN	NaN	NaN	320.9	3081.1
P36101	YKL027W	YKC7_YEAST	8	7	9	7	8	7	9	9	7	7	8	9	8	9	9	75927.203125	52330.4375	104595.7109375	80396.6640625	65044.890625	65284.984375	109339.7890625	67562.96875	78987.359375	76417.09375	50760.91796875	71412.5859375	52185.94140625	96328.1328125	85409.9140625	18367	12851.2	27770.6	18868	17591.9	14780.1	27704.1	17774	17932.8	18837.4	11671.6	18083.6	12083.7	23824.6	22212.4
P36108	DID4	DID4_YEAST	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	19192.400390625	19808.169921875	15641.9140625	21786.78125	NaN	17302.181640625	15943.65234375	23721.11328125	30313.11328125	26682.796875	26523.873046875	30034.208984375	21493.28515625	NaN	22596.873046875	1744.8	1800.7	1422	1980.6	NaN	1572.9	1449.4	2156.5	2755.7	2425.7	2411.3	2730.4	1953.9	NaN	2054.3
P36112	FCJ1	FCJ1_YEAST	21	18	24	22	19	24	23	23	19	22	22	21	24	24	22	91970.4140625	95768.2265625	93032.8828125	134717.421875	92449.890625	104307.34375	98431.6328125	147859.84375	91528.828125	80241.625	91867.421875	83951.1640625	113113.984375	86649.765625	76481.328125	61998.2	64472.4	62310.4	82866.8	58039.4	76416.8	68720.8	102748.9	60293.1	52907.9	63609.4	53360.3	71918.7	57682.8	51426.7
P36114	YKR018C	YKR18_YEAST	3	2	3	2	2	2	2	3	2	2	3	3	3	3	3	127722.5	113044.5390625	53790.75	56368.16015625	54019.1953125	96393.3203125	59211.84765625	59734.21484375	88332.8359375	58567.4765625	58682.68359375	68458.328125	92517.375	58052.17578125	51117.07421875	3727.4	3004.1	1996.2	2131.9	1472.3	2917.1	2046.8	2409.2	2426.9	1810.1	1820.2	2481.8	3776	2964	1764.9
P36120	DBP7	DBP7_YEAST	16	13	15	16	15	14	14	13	13	10	8	14	9	15	16	67166.234375	70527.8203125	92442.4609375	78065.9765625	114471.359375	43289.375	65188.69140625	50234.72265625	54321.484375	27218.078125	23139.5234375	31197.255859375	30632.1953125	57332.203125	73844.4375	13734.1	11875.1	18688.1	16437.1	19622.6	9462.4	10938.5	8855	7444.5	4628.3	3277.2	5639.8	5214.2	11254.5	15019.8
P36121	RPC37	RPC5_YEAST	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	16787.4453125	20388.6875	13765.662109375	18427.193359375	19584.921875	29388.447265625	11287.1728515625	20442.666015625	22876.7109375	33152.23046875	18130.658203125	31414.95703125	22144.849609375	19646.36328125	21907.779296875	2075	2575	1695.4	2290	2475.9	3626	1632.1	2534.2	2875.8	4081.7	2205.4	3813.4	2728.3	2398.7	2718.5
P36130	CAF4	CAF4_YEAST	1	0	1	1	0	0	1	0	0	0	0	1	0	0	0	10879.154296875	NaN	4941.8017578125	NaN	NaN	NaN	12103.853515625	NaN	NaN	NaN	NaN	5629.46728515625	NaN	NaN	NaN	302.2	NaN	137.3	0	NaN	NaN	336.2	NaN	NaN	NaN	NaN	156.4	NaN	NaN	NaN
P36136	SHB17	SHB17_YEAST	13	13	13	13	11	12	12	12	13	13	13	13	13	13	13	114734.46875	120673.4140625	78715.5546875	107926.09375	99510.34375	121943.28125	92734.1484375	117648.5390625	122102.2265625	156192.53125	136988.53125	163110.59375	133714.84375	95457.4453125	100288.8515625	58526	60019	40928.1	53664.1	50249.2	59723	46266.8	59682.6	61331.2	76897.2	69415.7	83928	68692.4	47111.9	49403.4
P36139	PET10	PET10_YEAST	17	16	12	16	10	16	13	16	16	16	17	15	15	13	15	717901	433709.625	109411.640625	250133.5625	177855.453125	391637.125	216440.703125	358558.9375	762524	372918.40625	960555.1875	308735.375	373954.25	183234.421875	175328.921875	193128.4	120660	28718.6	70882.7	49523.4	105530.7	61981.9	96451	218093.2	102712	274916.5	90994.2	101400	47440.3	45589.2
P36144	UTP30	RL1D1_YEAST	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	25417.875	NaN	16934.015625	22949.595703125	17217.76171875	NaN	NaN	NaN	12245.9833984375	NaN	NaN	NaN	NaN	9751.4248046875	8130.5771484375	1588.6	1222.2	1058.4	1434.3	1076.1	896.1	1666.9	281	765.4	0	657	NaN	1096	609.5	508.2
P36147	PAM17	PAM17_YEAST	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	43709.734375	47619.61328125	26587.2265625	42953.2890625	NaN	14637.94140625	25432.060546875	NaN	27706.716796875	35543.921875	36930.40625	40865.65234375	14950.8583984375	20521.4765625	34701.74609375	6244.2	6802.8	3798.2	6136.2	NaN	2091.1	3633.2	4809.9	3958.1	5077.7	5275.8	5838	2135.8	2931.6	4957.4
P36148	GPT2	GPT2_YEAST	5	4	6	7	5	6	5	7	5	5	6	4	7	7	6	35386.1640625	24468.4921875	50365.21484375	51343.56640625	23309.62890625	54849.4140625	43448.90625	43456.80078125	40403.3046875	28949.365234375	31508.58203125	22986.17578125	34374.8515625	74279.734375	44525.69921875	3289.5	2411.8	6156.2	5757.5	2893.9	5629.7	5371.4	6100.1	3947.9	3361.8	3248.5	2398.8	4199.7	9711.6	4389.4
P36149	BET3	BET3_YEAST	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	64964.4765625	54729.6875	62753.015625	51997.640625	52791.46875	66202.4375	43344.1015625	78318.65625	44959.328125	94992.109375	91483.140625	54567.76953125	65947.921875	65656.4296875	52291.859375	9969.4	13370.6	16119.7	13910.4	13261.5	13853	10054.3	18956.3	16738.3	24335.1	22531.8	11372	15111.9	16891.7	14481.5
P36152	DRE2	DRE2_YEAST	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	118664.8828125	106576.921875	103135.7734375	136425.4375	111298.328125	152759.171875	99752.703125	141338.296875	124344.75	197011.546875	153086.421875	167984	126798.3203125	134316.40625	145765.421875	24147.7	20515.1	20695.1	25162.4	21166.7	26145.6	20740.3	26214.5	25997	37217.2	32057.5	33613.6	24140.3	26420.8	27343.6
P36156	ECM4	GTO2_YEAST	1	0	1	0	0	1	0	1	0	1	1	1	1	1	1	19978.8671875	NaN	27754.66015625	NaN	NaN	68027.4765625	NaN	30828.30078125	NaN	14388.068359375	98415.640625	21319.46875	61725.62109375	40359.03125	42630.765625	998.9	NaN	1387.7	NaN	NaN	3401.4	NaN	1541.4	NaN	719.4	4920.8	1066	3086.3	2018	2131.5
P36160	RPF2	RPF2_YEAST	4	5	5	5	5	4	4	5	5	4	4	4	4	5	5	187496.6875	253787.84375	167046.34375	217002.109375	308693.96875	138263.984375	181280.90625	145586.953125	149248.984375	155824.59375	153129.359375	198505.96875	171848.8125	162710.21875	176380.8125	39173.7	55814.2	39479	46751.9	68385.8	32149.3	41843.1	35946.7	33485.5	37627.4	35512.4	46057.6	39148.8	39575	40401.2
P36161	NUP133	NU133_YEAST	6	5	5	4	5	6	5	5	5	4	5	5	5	6	6	35425.4609375	39804.19921875	51737.87109375	44038.5625	41064.80078125	37305.2734375	69535.3984375	42529.7421875	40227.6328125	30099.84375	34350.38671875	20651.888671875	25624.771484375	45417.8828125	43264.91015625	2407.2	2362	3051.8	2603.5	2690.8	2694.9	4587	2767.6	2537.7	1506.7	2037.8	1083.9	1709.6	3209.2	2966.5
P36169	SKG1	SKG1_YEAST	0	0	1	0	0	0	1	0	1	1	0	0	0	1	1	NaN	NaN	12463.099609375	NaN	NaN	NaN	28620.9609375	NaN	19279.380859375	37401.5859375	NaN	NaN	NaN	20072.80078125	NaN	NaN	NaN	623.2	NaN	NaN	NaN	1431	NaN	964	1870.1	NaN	NaN	NaN	1003.6	0
P36421	TYS1	SYYC_YEAST	22	18	23	23	21	24	20	17	19	24	23	23	22	24	23	172469.296875	182073.4375	130441.90625	183184.078125	182385.25	210741.65625	155686.375	188557.46875	194555.625	279116.6875	219628.21875	255279.96875	212712.34375	163093.0625	166630.078125	79884	73927.6	58182.4	82234.4	78158.1	93796.7	65202	78855.4	82786.8	122425.5	101203.5	127791.5	97833.9	72027.8	72233.3
P36516	MRPL3	RM03_YEAST	7	6	6	7	7	6	7	7	6	7	4	7	7	7	7	53583.0859375	63541.58984375	55748.0390625	60824.015625	64828.49609375	55662.765625	59806.28515625	59960.62890625	55182.16015625	56208.72265625	48805.453125	70226.140625	54510.5078125	51734.9609375	55423.85546875	10819.3	12759.6	10287.8	13029.4	13613.6	10806.6	11604.6	11946.8	10315.2	13745.5	5723.3	13996	10498.6	11899.6	11428.9
P36517	MRPL4	RM04_YEAST	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	50542.296875	66358.609375	72009.4765625	64496.4765625	102333.1015625	37475.3046875	77481.625	55595.6640625	45773.75390625	46208.50390625	46120.60546875	51629.421875	63855.0703125	49554.765625	62813.21875	6320.4	8398.9	8840.7	8419.3	11222.3	5043.7	9596.1	6820.6	5396	5991.8	5857.6	6342.2	7753.6	6721.8	8137.6
P36519	MRPL7	RM07_YEAST	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	NaN	NaN	NaN	NaN	NaN	NaN	10094.279296875	NaN	NaN	9055.560546875	NaN	24089.630859375	NaN	11306.892578125	71282.84375	0	0	0	0	0	0	560.8	0	NaN	503.1	NaN	1338.3	0	628.2	3960.2
P36520	MRPL10	RM10_YEAST	2	1	3	3	2	3	2	2	2	3	3	3	3	3	3	20758.865234375	NaN	31845.03125	25429.740234375	NaN	18130.166015625	NaN	NaN	16052.4794921875	11936.3896484375	24397.43359375	21601.66796875	27596.435546875	29457.56640625	28292.017578125	3090.5	2343.1	4949.4	5194.2	6310.9	3847.6	4533	4328.4	2600.9	2863	4220.8	4480.7	4919.6	5575.2	5141
P36521	MRPL11	RM11_YEAST	3	3	3	4	2	3	2	3	3	4	2	3	3	4	4	23359.392578125	24529.755859375	26477.240234375	41590.30078125	66189.875	19698.076171875	33670.94140625	28479.5859375	32518.17578125	22636.283203125	38457.87109375	41327.6875	37990.44140625	32991.1953125	32211.2734375	3859.6	4610.2	4429.3	9015	6886.7	2993.1	3525.1	5680.5	4796.1	3961.7	4547.2	6583.7	6233	7393.6	6653.8
P36523	MRPL15	RM15_YEAST	4	4	4	4	4	4	4	3	4	3	3	4	4	4	4	41050.62890625	53145.109375	53292.87890625	81954.9609375	64605.92578125	64129.44921875	64189.6328125	38180.984375	48346.7265625	50131.6953125	25840.142578125	70816.4453125	68803.5625	87683.578125	82099.7578125	7493.2	10456.4	13080.9	15566.6	10013.6	11999.6	9848	5695.6	10405.3	7313.8	4870.1	10228.2	12521.2	15606.7	15316.6
P36525	MRPL24	RM24_YEAST	5	5	5	5	5	5	5	4	4	5	4	5	4	5	5	54926.9609375	55057.42578125	45247.06640625	66477.0703125	63796.63671875	46148.71484375	49637.8046875	59703.29296875	45611.34765625	49059.12109375	37400.29296875	52832.234375	49812.68359375	43634.02734375	57633.390625	18333.1	13046.9	15245.9	19886.4	16334.4	13275.6	12630.8	15947.4	12364.2	15942.4	7352.6	19068.3	8921	10536.5	17941.6
P36526	MRPL27	RM27_YEAST	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	31666.66015625	41858.78515625	73382.3203125	49061.76953125	75144.28125	34757.09765625	78326.09375	54681.56640625	64218.484375	47597.92578125	28369.828125	48258.53515625	41772.6484375	33678.0078125	64838.359375	7309.3	8865.6	11906.2	9429.9	13363.2	4194.5	12482	8710.1	10899.7	8449.3	3423.7	8025.6	6660	5653.8	10887.8
P36527	MRPL28	RM28_YEAST	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	32840.71875	35462.96484375	60837.8984375	61133.1171875	84873.0078125	24722.376953125	46894.9140625	53579.33984375	45725.09375	48538.5078125	33364.4765625	45071.3515625	44960.46484375	54255.296875	50757.17578125	8222.9	11326.9	15688.1	18502.8	27879.6	7560.8	12407.1	13754.4	5957.1	14625.5	10863.5	13232.9	13699.8	18156.2	15631.6
P36528	MRPL17	RM17_YEAST	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	61195.32421875	66683.578125	62682.90234375	57601.69140625	98580.9765625	35035.05859375	60813.890625	58019.703125	51209.546875	55780.29296875	43020.5234375	50695.17578125	74468.6328125	59789.7890625	76173.59375	9622.2	9938.6	9806.3	9196	15477	5466.8	9934.7	9141.3	8314.7	8514.4	7252.1	8478.4	11922.1	9440.5	12286.2
P36531	MRPL36	RM36_YEAST	2	1	2	2	1	2	1	2	1	1	0	2	2	1	1	NaN	96393.8984375	28173.63671875	42100.30859375	NaN	62848.40234375	53721.9140625	NaN	75386.5625	75193.0703125	NaN	NaN	70309.8203125	46723.875	53237.3515625	4442.5	14167.3	5424.3	7981.8	1645.9	12697.6	7895.6	11771.5	11079.8	11051.3	NaN	6950.4	10333.6	6867.1	7824.4
