PG.ProteinGroups	PG.Genes	PG.ProteinNames	[1] 20250502_YM_LS_Pooled_Lysates_IP01.raw.PG.NrOfPrecursorsIdentified	[2] 20250502_YM_LS_Pooled_Lysates_IP02.raw.PG.NrOfPrecursorsIdentified	[3] 20250502_YM_LS_Pooled_Lysates_IP03.raw.PG.NrOfPrecursorsIdentified	[4] 20250502_YM_LS_Pooled_Lysates_IP04.raw.PG.NrOfPrecursorsIdentified	[5] 20250502_YM_LS_Pooled_Lysates_IP05.raw.PG.NrOfPrecursorsIdentified	[6] 20250502_YM_LS_Pooled_Lysates_IP06.raw.PG.NrOfPrecursorsIdentified	[7] 20250502_YM_LS_Pooled_Lysates_IP07.raw.PG.NrOfPrecursorsIdentified	[8] 20250502_YM_LS_Pooled_Lysates_IP08.raw.PG.NrOfPrecursorsIdentified	[9] 20250502_YM_LS_Pooled_Lysates_IP09.raw.PG.NrOfPrecursorsIdentified	[10] 20250502_YM_LS_Pooled_Lysates_IP10.raw.PG.NrOfPrecursorsIdentified	[11] 20250502_YM_LS_Pooled_Lysates_IP11.raw.PG.NrOfPrecursorsIdentified	[12] 20250502_YM_LS_Pooled_Lysates_IP12.raw.PG.NrOfPrecursorsIdentified	[13] 20250502_YM_LS_Pooled_Lysates_IP13.raw.PG.NrOfPrecursorsIdentified	[14] 20250502_YM_LS_Pooled_Lysates_IP14.raw.PG.NrOfPrecursorsIdentified	[15] 20250502_YM_LS_Pooled_Lysates_IP15.raw.PG.NrOfPrecursorsIdentified	[1] 20250502_YM_LS_Pooled_Lysates_IP01.raw.PG.Quantity	[2] 20250502_YM_LS_Pooled_Lysates_IP02.raw.PG.Quantity	[3] 20250502_YM_LS_Pooled_Lysates_IP03.raw.PG.Quantity	[4] 20250502_YM_LS_Pooled_Lysates_IP04.raw.PG.Quantity	[5] 20250502_YM_LS_Pooled_Lysates_IP05.raw.PG.Quantity	[6] 20250502_YM_LS_Pooled_Lysates_IP06.raw.PG.Quantity	[7] 20250502_YM_LS_Pooled_Lysates_IP07.raw.PG.Quantity	[8] 20250502_YM_LS_Pooled_Lysates_IP08.raw.PG.Quantity	[9] 20250502_YM_LS_Pooled_Lysates_IP09.raw.PG.Quantity	[10] 20250502_YM_LS_Pooled_Lysates_IP10.raw.PG.Quantity	[11] 20250502_YM_LS_Pooled_Lysates_IP11.raw.PG.Quantity	[12] 20250502_YM_LS_Pooled_Lysates_IP12.raw.PG.Quantity	[13] 20250502_YM_LS_Pooled_Lysates_IP13.raw.PG.Quantity	[14] 20250502_YM_LS_Pooled_Lysates_IP14.raw.PG.Quantity	[15] 20250502_YM_LS_Pooled_Lysates_IP15.raw.PG.Quantity	[1] 20250502_YM_LS_Pooled_Lysates_IP01.raw.PG.IBAQ	[2] 20250502_YM_LS_Pooled_Lysates_IP02.raw.PG.IBAQ	[3] 20250502_YM_LS_Pooled_Lysates_IP03.raw.PG.IBAQ	[4] 20250502_YM_LS_Pooled_Lysates_IP04.raw.PG.IBAQ	[5] 20250502_YM_LS_Pooled_Lysates_IP05.raw.PG.IBAQ	[6] 20250502_YM_LS_Pooled_Lysates_IP06.raw.PG.IBAQ	[7] 20250502_YM_LS_Pooled_Lysates_IP07.raw.PG.IBAQ	[8] 20250502_YM_LS_Pooled_Lysates_IP08.raw.PG.IBAQ	[9] 20250502_YM_LS_Pooled_Lysates_IP09.raw.PG.IBAQ	[10] 20250502_YM_LS_Pooled_Lysates_IP10.raw.PG.IBAQ	[11] 20250502_YM_LS_Pooled_Lysates_IP11.raw.PG.IBAQ	[12] 20250502_YM_LS_Pooled_Lysates_IP12.raw.PG.IBAQ	[13] 20250502_YM_LS_Pooled_Lysates_IP13.raw.PG.IBAQ	[14] 20250502_YM_LS_Pooled_Lysates_IP14.raw.PG.IBAQ	[15] 20250502_YM_LS_Pooled_Lysates_IP15.raw.PG.IBAQ
P38137	PCS60	FAT2_YEAST	12	10	12	13	11	13	12	12	13	13	12	13	13	13	13	2131.664306640625	1791.808349609375	1889.7015380859375	2386.7685546875	1406.2044677734375	3594.213134765625	1677.1539306640625	3280.584228515625	2633.67724609375	2691.39453125	2645.71142578125	2638.162109375	4000.05419921875	2429.411376953125	1704.99267578125	1493.2	987.5	1144.2	1573.4	488.3	2129.9	1109.7	1801.4	1519.1	1673.4	1606.7	1794.7	2433.7	1382.9	1121.6
P38138	ROT2	GLU2A_YEAST	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	4071.874755859375	3317.364990234375	4113.71240234375	3491.1640625	NaN	3875.751708984375	6585.76953125	3149.861328125	1934.8525390625	4617.365234375	3223.804931640625	5589.70361328125	4555.08349609375	4211.13134765625	4037.390869140625	79.8	65	80.7	68.5	NaN	76	129.1	61.8	37.9	90.5	63.2	109.6	89.3	82.6	79.2
P38143	GPX2	GPX2_YEAST	8	8	8	8	7	6	7	7	7	8	7	8	7	7	8	9538.962890625	9437.0732421875	7749.67529296875	11212.3515625	8666.53515625	10951.8359375	7143.025390625	10434.662109375	10268.33984375	17418.515625	14140.8115234375	16373.76171875	15021.212890625	10468.671875	10693.4111328125	3307.3	3093.9	2528.2	3548.9	2752.7	3569.1	2259.6	3482.6	3678.1	5531.5	4968	5284.6	4602.3	3240.8	3377.3
P38144	ISW1	ISW1_YEAST	4	5	7	6	5	8	6	5	4	8	6	6	7	4	7	1673.0318603515625	2181.642333984375	1980.1324462890625	1977.4664306640625	3002.50048828125	2426.004638671875	3567.308349609375	2211.792724609375	1806.4027099609375	2117.18212890625	1895.5731201171875	3315.286865234375	1959.946044921875	2753.846435546875	1656.4254150390625	715.5	3111	160.8	172.8	3844.4	290.8	165.5	112.9	3191.5	388.9	75.8	681.8	248.9	44.6	116.2
P38146	YPT10	YPT10_YEAST	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	2622.699951171875	2622.31298828125	4496.27734375	2741.732666015625	19288.81640625	NaN	4088.508056640625	2258.1416015625	1332.419189453125	2121.632080078125	4364.58740234375	2314.484619140625	7056.7607421875	2667.779052734375	4545.4287109375	201.7	201.7	345.9	210.9	1483.8	NaN	314.5	173.7	102.5	163.2	335.7	178	542.8	205.2	349.6
P38149	DUG2	DUG2_YEAST	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	NaN	NaN	580.3216552734375	NaN	NaN	658.3055419921875	NaN	NaN	NaN	NaN	NaN	NaN	NaN	533.0895385742188	NaN	NaN	NaN	13.8	NaN	NaN	15.7	NaN	NaN	NaN	NaN	NaN	NaN	0	12.7	NaN
P38151	PBP2	PBP2_YEAST	0	1	1	1	1	0	1	0	0	0	0	0	1	1	0	NaN	625.2874145507812	739.1282958984375	364.7386169433594	137.61253356933594	NaN	506.27020263671875	NaN	NaN	NaN	NaN	NaN	549.1219482421875	1754.9208984375	NaN	NaN	36.8	43.5	21.5	8.1	NaN	29.8	NaN	NaN	NaN	NaN	NaN	32.3	103.2	NaN
P38152	CTP1	TXTP_YEAST	2	1	4	3	1	3	3	2	2	3	1	2	1	3	3	NaN	NaN	980.2051391601562	660.1715087890625	2310.79736328125	692.1507568359375	1098.3868408203125	704.1051025390625	795.6431274414062	595.8887329101562	244.6992950439453	NaN	NaN	1461.8089599609375	638.600830078125	0	0	132	107	129.8	112.9	92.5	39.5	44.7	81	7.5	0	0	216.8	65.1
P38153	APM3	AP3M_YEAST	5	3	6	6	5	3	6	3	4	4	4	4	5	5	5	6551.89208984375	3577.45361328125	5672.359375	5425.27490234375	3882.035888671875	2649.787841796875	4919.177734375	4731.80029296875	4051.425048828125	3739.0927734375	2144.2529296875	4120.9501953125	2147.924072265625	2483.591796875	3682.909423828125	526.8	180.6	660.9	552.7	385.9	165	553.8	380.5	325.9	479.1	108.3	396.4	209.2	243.2	407.2
P38158;P53341	MAL32;MAL12	MAL32_YEAST;MAL12_YEAST	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	NaN	NaN	1286.7490234375	1474.8756103515625	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	40.2;40.2	46.1;46.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P38166	SFT2	SFT2_YEAST	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1936.521240234375	521.4674072265625	589.2550659179688	1767.21044921875	2080.536376953125	2244.820556640625	NaN	1458.7432861328125	1837.7115478515625	1199.5595703125	3251.97216796875	554.7535400390625	3102.632568359375	1709.9105224609375	1469.045166015625	176	47.4	53.6	160.7	189.1	204.1	NaN	132.6	167.1	109.1	295.6	50.4	282.1	155.4	133.5
P38169	BNA4	KMO_YEAST	3	0	4	4	4	3	3	4	4	2	2	4	4	4	4	585.4512939453125	NaN	1893.2152099609375	1593.7650146484375	1304.7520751953125	980.9556884765625	1778.2010498046875	2018.1483154296875	430.00396728515625	416.6872863769531	NaN	477.7064514160156	1241.1566162109375	869.904541015625	1308.2705078125	86.6	NaN	174.1	146.5	62.9	117	126.6	297.9	20.7	40.7	0	46.3	137.9	136.6	120.4
P38172	YBL095W	YBJ5_YEAST	4	3	4	4	4	4	4	4	2	3	2	2	4	4	4	2139.861083984375	507.878662109375	3884.07568359375	2816.7177734375	2663.975830078125	2068.384765625	3020.7412109375	2665.0859375	453.8656311035156	729.0296630859375	543.1358032226562	898.162841796875	1882.6402587890625	2820.98291015625	2699.278076171875	537	180.6	857.4	625.8	593.8	496.1	629.1	610.8	62.9	129.8	75.3	124.5	448.3	597.5	543.6
P38174	MAP2	MAP2_YEAST	6	5	6	6	6	5	5	5	5	6	4	6	5	6	6	2716.486083984375	2682.7333984375	4991.4140625	1965.165771484375	3860.9306640625	2294.44580078125	2486.30517578125	1947.68408203125	3913.79052734375	2499.4326171875	1591.561279296875	2151.398681640625	2135.3359375	3669.694580078125	2542.133544921875	599.9	451.2	886.8	378.3	705.4	293.7	536.7	324.4	643.1	408.8	267.2	448.7	279.7	563.2	535.1
P38175	MRP21	RT21_YEAST	3	0	3	3	16	12	4	1	3	5	15	5	15	4	16	1005.0203247070312	NaN	885.6138916015625	1039.0709228515625	98297.5625	13540.0341796875	1163.055419921875	1738.1522216796875	1609.9664306640625	1586.1968994140625	14534.4794921875	906.2340698242188	42710.09375	1774.238037109375	31861.443359375	252.8	NaN	1078	330.4	104938	11584.8	296.5	73	279.2	468.1	14774.2	377.8	42335.3	548.3	28462.7
P38181	NUP170	NU170_YEAST	12	8	12	12	11	11	12	10	9	10	9	10	11	13	12	1378.212890625	2513.32763671875	3078.732666015625	2232.981201171875	2392.2626953125	1778.84765625	2241.122314453125	2099.61279296875	1512.33544921875	2579.0908203125	2364.66015625	1985.3721923828125	2328.609375	2498.207763671875	2576.323486328125	355.6	236.4	425.7	289.9	212.1	225.5	253.4	488.6	166.7	265.5	341.2	333.7	352.1	600.4	340.3
P38197	YBL036C	YBD6_YEAST	6	6	6	7	6	7	6	7	6	7	7	7	7	7	6	4576.6279296875	5764.427734375	3214.538330078125	4306.76953125	3364.8095703125	5279.78759765625	3374.08203125	5123.60009765625	6340.18408203125	7131.75341796875	4919.08837890625	7164.0712890625	5863.7822265625	4863.41748046875	4792.3720703125	1231.6	1403.7	798.9	1066.5	854.1	1317.2	877.2	1155.9	1516.7	1842.5	1374	1890	1454.8	1191	1196
P38199	HEK2	HEK2_YEAST	5	3	5	5	2	5	5	5	4	5	4	5	5	5	5	8796.84765625	6608.69140625	4447.45703125	7108.92333984375	1054.7459716796875	9372.71484375	4625.86279296875	6642.70556640625	7006.86865234375	9505.9453125	7997.689453125	11142.8408203125	9437.51171875	5022.24755859375	6253.02099609375	1614	1167.1	740.4	1307.2	144.9	1676	827.5	1220.4	1214.8	2312.5	1876.3	2504	1862.3	747.7	1110
P38203	LSM2	LSM2_YEAST	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5449.25732421875	5693.349609375	4428.71435546875	9131.67578125	11766.8662109375	5667.40869140625	2568.38671875	3702.610595703125	4696.6650390625	4917.88134765625	6843.74853515625	6057.3125	2768.82470703125	4296.49072265625	6570.30615234375	778.5	813.3	632.7	1304.5	1681	809.6	366.9	528.9	671	702.6	977.7	865.3	395.5	613.8	938.6
P38205	NCL1	NCL1_YEAST	29	29	34	30	30	30	31	28	29	29	26	29	28	32	32	20566.984375	20557.302734375	29297.767578125	24769.16796875	28774.40234375	16304.1572265625	22861.220703125	17799.826171875	17810.41015625	17129.66015625	14196.6142578125	18822.22265625	17712.373046875	23428.779296875	25928.92578125	4335.9	4811.5	6075.8	5153.7	6280.9	3714.8	5018.7	3913.1	3992.3	3731.3	2977.6	4160.5	3888	5090.7	5541.9
P38206	RFT1	RFT1_YEAST	1	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1268.910400390625	NaN	2503.37353515625	2557.451416015625	NaN	2539.573486328125	4090.56005859375	1090.824951171875	NaN	1778.8680419921875	2237.180419921875	2167.130615234375	2289.061279296875	2553.61083984375	1378.9676513671875	43.8	NaN	86.3	88.2	NaN	87.6	141.1	37.6	NaN	61.3	77.1	74.7	78.9	88.1	47.6
P38216	YBR016W	YBM6_YEAST	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4318.39404296875	3505.4169921875	813.7268676757812	3328.055908203125	1322.6278076171875	5497.654296875	1009.6217041015625	2452.0322265625	5616.63671875	6793.15478515625	8011.271484375	5596.40185546875	4724.16357421875	3249.804443359375	1942.7518310546875	1079.6	876.4	203.4	832	330.7	1374.4	252.4	613	1404.2	1698.3	2002.8	1399.1	1181	812.5	485.7
P38217	KAP104	IMB2_YEAST	5	4	4	5	3	4	4	3	3	4	4	3	3	5	4	4598.845703125	3696.89208984375	5426.8056640625	4249.89404296875	3319.181640625	4474.9306640625	4721.31103515625	4437.94775390625	3793.480712890625	4955.21630859375	4096.9892578125	5551.607421875	4540.33056640625	6138.71826171875	5467.78857421875	315.1	238.4	383.2	307.4	256.1	318.2	337.2	309.6	270.9	355.9	281.7	375.8	293.9	430.8	375.6
P38219	OLA1	OLA1_YEAST	37	32	37	37	33	36	34	34	35	37	37	37	35	37	37	78270.0390625	75574.6484375	81009.5625	71255.09375	75784.8828125	78137.46875	77925.4609375	66786.75	80517.5390625	90897.1171875	88804.640625	79580.71875	75476.3984375	84607.1875	81040.578125	35044.4	33314.6	36085	33362.4	33909	33824.7	35571.7	32690.6	37954.5	40226.3	40005	38110.2	36494.6	38210	37647.5
P38221	CDS1	CDS1_YEAST	3	3	3	3	3	3	2	3	3	3	2	3	3	3	3	340576.625	547648.5	345400.03125	422265.28125	478023	388597.71875	323431.78125	412334.84375	422161.875	511543.46875	384436.0625	573044	317010.5	465148.875	462311.0625	31708.2	48026.9	29547.4	33227.9	43533.6	31343.5	33508.2	35180.2	37447	47081.3	40276.5	40902.3	40671.9	36492.4	39407.3
P38222	RKM3	RKM3_YEAST	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	12391.6640625	8282.3515625	11113.4921875	10366.8583984375	5032.2412109375	15630.15234375	11977.57421875	13915.1259765625	13698.3349609375	7485.8798828125	NaN	9120.580078125	NaN	13417.7158203125	10949.171875	476.6	318.6	427.4	398.7	193.5	601.2	460.7	535.2	526.9	287.9	NaN	350.8	NaN	516.1	421.1
P38225	FAT1	FAT1_YEAST	2	1	2	2	1	2	1	2	1	1	2	1	2	2	2	NaN	NaN	475.0482177734375	404.8328857421875	NaN	758.89404296875	NaN	NaN	NaN	NaN	895.3173828125	643.9605712890625	1584.920654296875	651.3805541992188	676.9916381835938	0	0	18.6	9.1	0	32.5	0	0	0	0	20.2	10.3	25.2	32.3	34.9
P38230	ZTA1	QOR_YEAST	3	0	3	3	0	3	3	3	3	2	3	3	3	3	3	3005.833251953125	NaN	1879.786865234375	2205.346923828125	NaN	3059.15380859375	2866.114990234375	2053.950927734375	3138.419677734375	1980.13818359375	2750.025390625	977.9127807617188	3256.219482421875	2284.23486328125	2364.41455078125	308.6	NaN	265.3	231	NaN	323.9	182.6	206.9	371.4	201.6	109.3	98.8	332.6	236.4	243.8
P38237	UBP14	UBP14_YEAST	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2062.8310546875	577.2607421875	1759.105224609375	3144.516845703125	1660.33740234375	3589.031982421875	1490.022705078125	2203.471923828125	2031.1304931640625	2543.0947265625	2596.729736328125	3375.350830078125	3127.744384765625	3739.47021484375	3204.545654296875	48	13.4	40.9	73.1	38.6	83.5	34.7	51.2	47.2	59.1	60.4	78.5	72.7	87	74.5
P38238	TRM7	TRM7_YEAST	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3083.177734375	2372.69580078125	4390.25537109375	4292.78173828125	3010.28662109375	2054.958984375	3522.600341796875	2567.23291015625	1061.3282470703125	3889.361083984375	2609.560302734375	3116.037353515625	2983.81982421875	3944.853515625	3963.6552734375	560.6	451.8	797.8	784.8	558	393.7	640.3	471.3	252	711.4	474.4	595.7	543.3	719.5	723.3
P38244	YBR074W	M28P1_YEAST	1	1	1	1	1	1	1	1	0	1	0	0	0	1	1	NaN	NaN	980.341796875	248.10330200195312	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	482.38275146484375	NaN	0	0	20.9	5.3	0	0	0	0	NaN	0	NaN	NaN	NaN	10.3	0
P38247	SLM4	SLM4_YEAST	2	2	2	2	2	1	1	0	0	1	2	1	0	2	1	12669.357421875	10055.267578125	7450.9267578125	8369.4912109375	7963.43603515625	9092.3828125	4966.41357421875	NaN	NaN	7422.35009765625	10284.7041015625	18752.228515625	NaN	8862.2294921875	16091.2822265625	2359.4	1801.8	1589.5	1597.1	1430	1316.6	216.6	NaN	NaN	1074.8	1840.3	2715.4	NaN	2177.9	2330.1
P38248	ECM33	ECM33_YEAST	7	7	7	7	7	6	7	7	7	6	7	7	7	7	7	51758.69921875	69504.65625	25561.55078125	44655.12890625	47062.4140625	51612.95703125	40016.2578125	69221.0703125	72093.296875	71371.125	85303.2109375	65287.73046875	61193.03515625	30459.359375	27270.193359375	14201.1	19625.7	6821.4	11671.7	13320.8	13523.7	11051.1	18547.4	19796.7	19549.7	22738.6	18175.4	16963.9	7985.3	7325.3
P38249	RPG1	EIF3A_YEAST	58	50	57	57	54	56	53	52	56	57	55	57	56	57	56	10666.98046875	10413.5	12837.091796875	11563.841796875	12493.408203125	11125.298828125	12947.7197265625	10518.6279296875	12386.0751953125	12406.9404296875	10919.3505859375	11892.9580078125	10919.125	12609.673828125	12463.103515625	4901.3	4453.7	5507.7	5054.9	5500.3	4898.7	5581.5	4593.5	5509.3	5451.3	5071.2	5455.5	4894.5	5534.8	5504.9
P38250	IST2	IST2_YEAST	5	4	5	5	4	5	5	5	5	4	4	5	5	5	5	6412.30517578125	5331.70263671875	6866.27587890625	5812.830078125	5836.255859375	4731.60205078125	6047.97314453125	5871.0478515625	6832.79150390625	4856.6328125	7058.7216796875	4877.81494140625	6502.89990234375	5379.8701171875	5730.15869140625	732.2	452.3	472.3	502.3	400.2	380	468.3	474.9	502.1	393.1	554.4	665.9	797.6	354.3	409.5
P38251	RFC5	RFC5_YEAST	10	10	12	11	12	11	11	9	7	9	7	10	11	11	12	5894.25146484375	3410.1318359375	7907.193359375	6208.74365234375	7509.64111328125	3148.45556640625	5517.9990234375	3979.4921875	3703.60107421875	2839.317626953125	1762.4110107421875	3148.31494140625	4482.35986328125	5676.14306640625	5935.001953125	1164.6	720.7	1669.3	1294.5	1807.1	634	1128.7	818.4	491.2	546.7	318.2	597.6	900	1102.5	1276.6
P38254	PBY1	TTL_YEAST	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	2126.69140625	NaN	1444.1617431640625	2243.732421875	1955.8629150390625	2086.24072265625	927.5220947265625	1761.5941162109375	1288.0322265625	2019.9388427734375	1240.7347412109375	1224.057861328125	1616.50341796875	1915.188720703125	1444.4078369140625	51.9	NaN	35.2	54.7	47.7	50.9	22.6	43	31.4	49.3	30.3	29.9	39.4	46.7	35.2
P38256	YBR096W	YBU6_YEAST	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	2702.045654296875	1287.304443359375	2567.607177734375	2022.8726806640625	1743.2005615234375	919.4014892578125	2889.624267578125	2652.120361328125	820.1982421875	651.011962890625	1698.3929443359375	1765.4541015625	NaN	2096.736083984375	1026.3690185546875	193	92	183.4	144.5	124.5	65.7	206.4	189.4	58.6	46.5	121.3	126.1	NaN	149.8	73.3
P38260	FES1	FES1_YEAST	9	7	7	8	7	9	5	8	8	9	8	9	8	7	7	2597.740234375	1920.158203125	1060.3641357421875	1140.99072265625	2541.51513671875	2569.859619140625	1528.9320068359375	1395.5965576171875	3260.013671875	3509.495361328125	2497.557373046875	3318.021728515625	2857.53076171875	1762.675048828125	1100.0418701171875	955.7	691.3	228.4	590.5	930.9	909.2	245.8	480.5	1109.3	1249.4	933	1186.1	854.7	468.3	337.8
P38261	EXO84	EXO84_YEAST	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	NaN	NaN	1039.3343505859375	NaN	NaN	NaN	NaN	NaN	740.6231079101562	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24.7	NaN	NaN	NaN	NaN	NaN	17.6	NaN	NaN	NaN	NaN	NaN	NaN
P38264	PHO88	PHO88_YEAST	13	14	14	14	13	13	12	14	13	14	14	14	13	14	14	5768.0517578125	6054.4716796875	5008.15234375	6829.7353515625	6720.66162109375	7004.0390625	5581.06494140625	6253.2724609375	5478.47705078125	8783.513671875	6841.5126953125	8949.7431640625	6989.94287109375	5792.41796875	5860.291015625	5613.8	5708.1	4834.7	6185.6	6693.4	6476.1	4956.7	6031.8	5261.4	8385.8	6856.4	8633	6638.2	6060.1	5938.1
P38271	OPY1	OPY1_YEAST	0	0	1	1	0	1	0	0	0	0	0	0	1	1	1	NaN	NaN	575.8157958984375	229.6306610107422	NaN	262.1966552734375	NaN	NaN	NaN	NaN	NaN	NaN	337.8173828125	843.222412109375	580.8298950195312	NaN	NaN	32	12.8	NaN	14.6	NaN	NaN	NaN	NaN	NaN	NaN	18.8	46.8	32.3
P38286	IFA38	MKAR_YEAST	5	4	5	5	5	3	5	2	2	2	3	5	5	3	5	8352.2509765625	6495.8427734375	8555.3701171875	7545.03173828125	9242.201171875	6372.931640625	7706.9873046875	8845.556640625	8278.5205078125	7412.50048828125	5723.53125	7375.49365234375	7131.5283203125	8191.89453125	9602.01171875	2428.9	1064.7	1723.7	1434.3	2037.1	1449.2	2465.9	1341.4	1230.4	1104.3	1149.9	1455.6	1568.6	1281.4	2715
P38295	EHT1	MCFS2_YEAST	4	3	6	5	4	6	5	4	5	5	4	5	6	6	6	3737.452880859375	3776.749267578125	2537.09228515625	2930.047119140625	3200.053955078125	2888.4169921875	3365.587158203125	2167.289794921875	3685.608642578125	2879.0361328125	2515.232177734375	3528.02197265625	2924.0458984375	3661.080810546875	3768.043212890625	444	360.1	396.6	547.5	447.7	460.9	452.9	314	378.1	538	293	571.5	541.1	616.9	668.2
P38297	FZO1	FZO1_YEAST	2	0	1	2	1	2	1	1	0	2	2	2	2	2	1	NaN	NaN	2047.4111328125	993.521484375	NaN	1055.1490478515625	NaN	855.3064575195312	NaN	2096.709716796875	560.8211669921875	674.1317138671875	NaN	31.832374572753906	676.5534057617188	0	NaN	40.1	45.3	0	48.1	0	16.8	NaN	110	23.6	16.8	0	10.4	13.3
P38314	SDS24	SDS24_YEAST	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	857.5587158203125	NaN	1264.648681640625	1781.4544677734375	NaN	1597.0882568359375	650.0405883789062	1734.5977783203125	1512.9815673828125	NaN	1443.7894287109375	1397.67822265625	3491.27294921875	1066.331787109375	525.2354125976562	34.3	NaN	50.6	71.3	NaN	63.9	26	69.4	60.5	0	57.8	55.9	139.7	42.7	21
P38323	MCX1	MCX1_YEAST	6	6	6	5	4	6	5	5	5	4	3	4	4	6	6	10270.0078125	10374.3544921875	8595.96484375	10899.5859375	10445.2158203125	8508.646484375	9526.9443359375	10711.95703125	8790.9599609375	9291.0380859375	7519.3125	11644.7607421875	12577.89453125	7138.765625	7485.205078125	2151.3	2724.6	1017.4	2170.6	231	2207.6	1357.5	2752.8	2100.2	199.9	120.1	221.8	2399.9	1058.2	1449.8
P38325	OM14	OM14_YEAST	3	1	2	3	2	2	2	1	3	2	2	3	3	2	2	9600.759765625	3298.222900390625	6962.82080078125	5934.39501953125	2249.437744140625	3288.4873046875	3501.257080078125	19232.232421875	4027.078125	3174.175048828125	1614.9395751953125	1875.3980712890625	5368.80419921875	2795.572998046875	4848.75439453125	5045.8	1461.8	1016.1	4286.3	1400.5	533.8	1551.8	2025.1	2143.6	499.7	253	975.3	4457	408.5	1182.9
P38328	ARC40	ARPC1_YEAST	7	5	7	7	5	7	6	6	7	7	7	7	7	6	7	3477.5458984375	2071.53564453125	3284.2919921875	3097.9482421875	1787.4796142578125	3390.128662109375	3211.321044921875	2819.43212890625	2727.802001953125	2954.1884765625	1786.8218994140625	2639.690185546875	4098.20458984375	3094.80810546875	3629.82763671875	906.8	337	811.8	771.4	432.5	839.4	715.4	643.3	574.4	808	381	669	1035.4	819.5	1017.2
P38333	ENP1	ENP1_YEAST	15	14	17	16	16	12	13	10	10	12	9	15	11	16	16	6966.1875	7092.71728515625	7585.12060546875	6239.46142578125	9556.62109375	4906.01513671875	7219.29052734375	7207.69091796875	4667.6103515625	5993.56982421875	3632.6513671875	5318.8779296875	3179.09326171875	6632.2021484375	7135.02197265625	1334.1	2011.1	2868.5	2121	2416.3	1342.9	1966.8	1336.1	981.8	1291.7	601.7	1855.3	873.2	1852	2361.7
P38340	TAE1	NTM1_YEAST	2	1	2	3	2	3	2	2	2	3	3	3	2	3	3	2977.59033203125	5510.9541015625	1528.357177734375	3256.53564453125	10253.154296875	2072.39013671875	4774.095703125	1902.8665771484375	3606.2958984375	2368.997314453125	4112.953125	2862.90380859375	3951.9404296875	2137.923095703125	3607.40771484375	479.5	565.4	256.4	525.2	1051.9	505.7	489.8	324.4	370	609.3	954.7	814.1	635.9	515.8	893.5
P38341	AIM5	AIM5_YEAST	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	2189.174072265625	2803.250732421875	2631.912109375	2517.88134765625	2341.604736328125	3571.19970703125	1934.6473388671875	4580.1806640625	2720.8857421875	1558.7462158203125	2062.1796875	2271.508056640625	3331.881591796875	2482.294189453125	2178.40087890625	639.2	805.1	735.7	799.3	645.2	1158.8	576.9	1313.8	791.6	520.4	620.6	717.5	958.4	833.9	587.2
P38342	TSC10	TSC10_YEAST	5	4	5	5	5	5	5	4	5	5	5	5	5	5	5	4030.086669921875	2947.865966796875	5261.45751953125	4369.931640625	3440.570068359375	4965.04150390625	4367.72021484375	3872.4697265625	3255.193603515625	5084.78125	3605.91259765625	4874.0078125	4100.60986328125	4822.1123046875	5193.62548828125	1119.5	546.6	1339.1	988.1	803.1	1196.8	1024.3	902.5	793.8	1070.3	749.7	1056.3	870.9	1131.4	1253.5
P38353	SSH1	SSH1_YEAST	7	7	8	7	7	9	9	6	7	9	6	8	7	9	8	11799.2421875	11581.5947265625	14210.076171875	10568.8583984375	11883.37890625	13073.0859375	9626.6279296875	11604.90625	10306.18359375	15009.875	11128.650390625	12308.5556640625	12405.14453125	13166.814453125	13327.4208984375	1772.8	1870	2188.6	1557.5	1959.4	2215.7	1906.2	1803.6	1646	2426.7	1563	2024.2	2001.8	2368.7	2168.6
