PG.ProteinGroups	PG.Genes	[1] 20250620_BB_LS_DIA_Pooled_IP_15x30_1.raw.PG.NrOfPrecursorsIdentified	[2] 20250620_BB_LS_DIA_Pooled_IP_15x30_2.raw.PG.NrOfPrecursorsIdentified	[3] 20250620_BB_LS_DIA_Pooled_IP_15x30_3.raw.PG.NrOfPrecursorsIdentified	[4] 20250620_BB_LS_DIA_Pooled_IP_15x30_4.raw.PG.NrOfPrecursorsIdentified	[5] 20250620_BB_LS_DIA_Pooled_IP_15x30_5.raw.PG.NrOfPrecursorsIdentified	[6] 20250620_BB_LS_DIA_Pooled_IP_15x30_6.raw.PG.NrOfPrecursorsIdentified	[7] 20250620_BB_LS_DIA_Pooled_IP_15x30_7.raw.PG.NrOfPrecursorsIdentified	[8] 20250620_BB_LS_DIA_Pooled_IP_15x30_8.raw.PG.NrOfPrecursorsIdentified	[9] 20250620_BB_LS_DIA_Pooled_IP_15x30_9.raw.PG.NrOfPrecursorsIdentified	[10] 20250620_BB_LS_DIA_Pooled_IP_15x30_10.raw.PG.NrOfPrecursorsIdentified	[11] 20250620_BB_LS_DIA_Pooled_IP_15x30_11.raw.PG.NrOfPrecursorsIdentified	[12] 20250620_BB_LS_DIA_Pooled_IP_15x30_12.raw.PG.NrOfPrecursorsIdentified	[13] 20250620_BB_LS_DIA_Pooled_IP_15x30_13.raw.PG.NrOfPrecursorsIdentified	[14] 20250620_BB_LS_DIA_Pooled_IP_15x30_14.raw.PG.NrOfPrecursorsIdentified	[15] 20250620_BB_LS_DIA_Pooled_IP_15x30_15.raw.PG.NrOfPrecursorsIdentified	[1] 20250620_BB_LS_DIA_Pooled_IP_15x30_1.raw.PG.Quantity	[2] 20250620_BB_LS_DIA_Pooled_IP_15x30_2.raw.PG.Quantity	[3] 20250620_BB_LS_DIA_Pooled_IP_15x30_3.raw.PG.Quantity	[4] 20250620_BB_LS_DIA_Pooled_IP_15x30_4.raw.PG.Quantity	[5] 20250620_BB_LS_DIA_Pooled_IP_15x30_5.raw.PG.Quantity	[6] 20250620_BB_LS_DIA_Pooled_IP_15x30_6.raw.PG.Quantity	[7] 20250620_BB_LS_DIA_Pooled_IP_15x30_7.raw.PG.Quantity	[8] 20250620_BB_LS_DIA_Pooled_IP_15x30_8.raw.PG.Quantity	[9] 20250620_BB_LS_DIA_Pooled_IP_15x30_9.raw.PG.Quantity	[10] 20250620_BB_LS_DIA_Pooled_IP_15x30_10.raw.PG.Quantity	[11] 20250620_BB_LS_DIA_Pooled_IP_15x30_11.raw.PG.Quantity	[12] 20250620_BB_LS_DIA_Pooled_IP_15x30_12.raw.PG.Quantity	[13] 20250620_BB_LS_DIA_Pooled_IP_15x30_13.raw.PG.Quantity	[14] 20250620_BB_LS_DIA_Pooled_IP_15x30_14.raw.PG.Quantity	[15] 20250620_BB_LS_DIA_Pooled_IP_15x30_15.raw.PG.Quantity	[1] 20250620_BB_LS_DIA_Pooled_IP_15x30_1.raw.PG.IBAQ	[2] 20250620_BB_LS_DIA_Pooled_IP_15x30_2.raw.PG.IBAQ	[3] 20250620_BB_LS_DIA_Pooled_IP_15x30_3.raw.PG.IBAQ	[4] 20250620_BB_LS_DIA_Pooled_IP_15x30_4.raw.PG.IBAQ	[5] 20250620_BB_LS_DIA_Pooled_IP_15x30_5.raw.PG.IBAQ	[6] 20250620_BB_LS_DIA_Pooled_IP_15x30_6.raw.PG.IBAQ	[7] 20250620_BB_LS_DIA_Pooled_IP_15x30_7.raw.PG.IBAQ	[8] 20250620_BB_LS_DIA_Pooled_IP_15x30_8.raw.PG.IBAQ	[9] 20250620_BB_LS_DIA_Pooled_IP_15x30_9.raw.PG.IBAQ	[10] 20250620_BB_LS_DIA_Pooled_IP_15x30_10.raw.PG.IBAQ	[11] 20250620_BB_LS_DIA_Pooled_IP_15x30_11.raw.PG.IBAQ	[12] 20250620_BB_LS_DIA_Pooled_IP_15x30_12.raw.PG.IBAQ	[13] 20250620_BB_LS_DIA_Pooled_IP_15x30_13.raw.PG.IBAQ	[14] 20250620_BB_LS_DIA_Pooled_IP_15x30_14.raw.PG.IBAQ	[15] 20250620_BB_LS_DIA_Pooled_IP_15x30_15.raw.PG.IBAQ
Q86XP3	DDX42	34	14	34	7	2	19	7	32	18	3	6	10	5	19	4	287274.9375	78788.3828125	489581.71875	153203.015625	44376.08203125	120064.671875	110911.0546875	217836.390625	89862.34375	38558.94921875	35825.66796875	60189.37109375	64975.21875	125318.9296875	46931.20703125	41480.5	11272.4	59044.199	1471	314.2	12943.2	11421.9	30173.6	7670.4	741.9	2029.8	9672.2	5961.7	36141.602	5121.5
Q86XZ4	SPATS2	16	11	13	4	14	12	14	10	4	12	2	12	13	13	12	11222.771484375	4891.24560546875	11460.6708984375	1620.9859619140625	11663.9814453125	8328.3681640625	11884.177734375	4113.2333984375	1252.12548828125	5515.68994140625	2797.016357421875	8014.26318359375	7256.880859375	9796.96875	7618.455078125	3778.4	1478.9	5623.8	214.8	5041.7	5182	4797.4	1410.8	171.6	2092.7	220.5	2985.7	2823.5	3389.2	2692.1
Q86Y07	VRK2	8	5	5	1	7	6	4	5	6	3	1	7	6	6	5	12941.755859375	8262.8447265625	14882.982421875	1313.5660400390625	12341.0986328125	8452.21484375	14523.2021484375	5154.224609375	2793.414794921875	7040.64697265625	5919.1279296875	13909.1728515625	10706.8076171875	18737.55859375	9709.59765625	5254.2	3277.2	2694.6	40.3	2021.6	3916	1710.9	1108.4	1023.9	764.4	265.6	4072	2023.2	3356.5	3710.4
Q86Y39	NDUFA11	4	4	4	2	2	4	3	2	1	2	0	4	3	1	1	14327.0966796875	11509.560546875	23688.78125	8911.017578125	8713.689453125	11723.767578125	10398.2939453125	6862.560546875	6941.439453125	7833.45703125	NaN	10029.171875	10070.5595703125	17639.607421875	8016.4052734375	5350.3	4774.2	23779.801	2304.2	3114.8	4786.6	2952.9	2971.6	1754.6	2687.1	NaN	3977.6	3413.1	4458.8	2026.3
Q86Y56	DNAAF5	9	16	15	13	7	16	6	12	6	8	9	10	11	7	2	13200.302734375	15541.181640625	26530.69921875	14770.0390625	8445.9375	28062.546875	12247.015625	10315.8837890625	4062.914794921875	9908.5966796875	8137.95751953125	12428.56640625	11333.5078125	7692.28564453125	9161.2275390625	1591.9	3502.3	4188.3	2833.3	854.4	4982.9	1040.6	1697.3	552.9	1252.8	1067	1988.9	1833.3	1143.9	472.2
Q86Y79	PTRH1	4	2	3	0	4	3	4	1	1	2	1	3	3	2	2	4977.26123046875	3889.331787109375	5442.2060546875	NaN	5865.07373046875	5702.912109375	6844.76171875	1840.49365234375	1417.820556640625	3772.896484375	1367.398681640625	4898.25146484375	4909.115234375	7301.0830078125	5017.18017578125	1454.7	763	2334.1	NaN	1910.7	1752.6	2602.8	178.1	137.2	772.9	132.3	1596.3	1172.8	1433.8	1015.6
Q86Y82	STX12	2	3	2	2	1	3	0	1	1	1	1	3	2	0	0	6931.45068359375	10043.384765625	10720.9794921875	8508.6142578125	2385.86572265625	9516.8828125	NaN	8075.36962890625	1633.322998046875	2820.81689453125	3180.39306640625	4701.1845703125	4326.431640625	NaN	NaN	1190.2	1545.7	1680.5	1314.1	145.5	1409.8	NaN	680.6	99.6	172.1	194	916.7	577.9	NaN	NaN
Q86Y91	KIF18B	2	0	0	0	0	0	0	0	1	0	0	1	0	2	0	8566.9404296875	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1646.573486328125	NaN	NaN	7488.20068359375	NaN	7135.94921875	NaN	328.8	NaN	NaN	NaN	NaN	NaN	NaN	NaN	57.3	NaN	NaN	260.7	NaN	293.5	NaN
Q86YP4	GATAD2A	17	15	9	8	10	12	6	9	17	17	4	10	18	18	9	28148.91796875	17068.970703125	16632.107421875	9282.978515625	10758.2421875	15438.318359375	10699.3466796875	8084.05078125	21524.20703125	25358.158203125	3899.8291015625	8376.1162109375	31477.310546875	28328.4921875	6075.40478515625	5056.2	3105	2732.3	1049.1	1807.1	2732	1059.6	1924.7	4537.8	5459.9	356.7	1430.4	6481.7	5569	794
Q86YQ8	CPNE8	2	1	2	1	1	1	1	1	1	2	1	1	1	1	2	7355.92919921875	11864.578125	24031.9453125	8961.12890625	9466.2255859375	17599.44921875	20144.947265625	10780.87890625	6701.62841796875	14593.6533203125	3248.46484375	9685.8740234375	17669.615234375	19484.2421875	15203.123046875	486.1	442.5	1335.2	334.2	353.1	656.5	751.4	402.1	250	781.9	121.2	361.3	659.1	726.8	791
Q86YS7	C2CD5	2	1	2	1	1	3	1	2	0	1	1	0	2	3	1	4597.26318359375	8781.3359375	9913.1533203125	4442.53271484375	4067.63037109375	8485.892578125	3626.24365234375	3415.78564453125	NaN	3613.130859375	2749.18701171875	NaN	2460.071044921875	6725.89111328125	2538.9189453125	172	197.7	369.4	66.7	61.1	463.7	81.6	145.9	NaN	81.4	41.3	NaN	92.4	387.9	57.2
Q86YT6	MIB1	6	4	3	2	4	3	4	4	3	4	0	4	5	6	4	35404.4453125	38541.171875	43843.1796875	13251.44140625	30222.419921875	34572.21484375	32371.404296875	16222.3046875	11815.302734375	14036.4619140625	NaN	25062.44921875	34929.5625	36113.453125	14995.4384765625	2261.7	2288.9	2986.6	915.1	2570.8	2189.4	2062.1	1178.6	578.8	1031.2	NaN	1780.6	2451.3	2160.5	1120.3
Q86YV9	HPS6	2	3	3	1	1	3	2	2	2	3	0	1	2	3	1	5501.8583984375	4750.4501953125	10180.625	6831.78173828125	6204.67236328125	8597.646484375	10729.802734375	5292.88720703125	1457.4967041015625	3893.615478515625	NaN	7534.9716796875	4328.78515625	5872.30810546875	2511.293701171875	350.1	319.4	878.6	47.3	189.2	604	404.5	174.6	86.5	267	NaN	229.7	290.6	417.2	76.6
Q86YZ3	HRNR	14	3	5	4	3	0	0	2	0	5	2	3	0	0	0	36543.71875	4127.533203125	9861.8583984375	1274.3165283203125	5161.83642578125	NaN	NaN	1511.3433837890625	NaN	3747.035888671875	2950.718994140625	1982.886962890625	NaN	NaN	NaN	1670.6	61.4	231.9	200.2	113.5	NaN	NaN	24.6	NaN	120.4	39.1	119.1	NaN	NaN	NaN
Q8IU60	DCP2	8	7	4	1	6	4	3	2	0	0	0	3	3	0	1	53398.66796875	14270.486328125	21418.576171875	452.1639099121094	16772.068359375	5869.9443359375	14572.5380859375	2245.803466796875	NaN	NaN	NaN	35766.83203125	11272.48046875	NaN	252289.609375	12002.3	2586.6	4353.7	31.9	2272.9	726.4	2536.2	219.3	NaN	NaN	NaN	19306.301	1218	NaN	17787.4
Q8IU81	IRF2BP1	1	2	2	2	1	3	0	2	1	0	1	1	2	2	1	14161.814453125	12092.6181640625	13024.1328125	2283.07568359375	6058.6552734375	20927.29296875	NaN	7209.94970703125	1835.634521484375	NaN	2572.77587890625	25185.560546875	10739.1337890625	6604.01708984375	4442.04736328125	605.3	588.4	710.5	112.9	67.7	1165.5	NaN	369.7	78.5	NaN	110	1076.5	734.4	359.3	49.6
Q8IUD2	ERC1	8	6	51	0	66	13	69	0	0	0	0	64	49	4	0	8767.2900390625	5545.14697265625	31233.37109375	NaN	70915.703125	7113.70751953125	74754.546875	NaN	NaN	NaN	NaN	47772.125	29513.15625	3995.43798828125	NaN	6504.7	2295.1	11995.8	NaN	25891	5644.8	27748.9	NaN	NaN	NaN	NaN	19020.699	8524.2	180.6	NaN
Q8IUE6	H2AC21	1	1	1	0	1	1	1	0	1	1	0	1	1	1	1	26163.5859375	23815.408203125	40793.640625	NaN	42979.8671875	29133.17578125	34286.31640625	NaN	14663.33984375	12030.876953125	NaN	23775.53125	33123.2109375	51194.28515625	41337.87109375	5232.7	4763.1	8158.7	NaN	8596	5826.6	6857.3	NaN	2932.7	2406.2	NaN	4755.1	6624.6	10238.9	8267.6
Q8IUF8	RIOX2	22	17	21	12	16	17	17	15	10	15	7	18	17	19	18	46752.05078125	24626.443359375	48750.07421875	13328.326171875	39586.90625	32124.943359375	40866.8984375	16900.02734375	6880.00244140625	21808.125	6415.0322265625	34991.14453125	34432.65625	53254.28515625	36778.42578125	18453.9	8244.3	16773.301	4927.6	13151.3	12523.2	13096.8	6226.6	1873.5	7178.9	1601.6	12539.2	11329.4	18180.9	12855.7
Q8IUH3	RBM45	11	9	12	0	15	7	13	10	2	10	0	13	14	7	11	16617.3515625	8429.2724609375	26292.375	NaN	49323.83984375	12479.7861328125	35729.125	15081.11328125	1349.5946044921875	18052.6640625	NaN	36639.171875	32478.150390625	14683.90234375	24398.01953125	3532.9	2754.2	8201.4	NaN	10518.1	2483	10023.7	3564	176.5	3779.3	NaN	8245.6	9586.4	2667.4	5318.6
Q8IUR0	TRAPPC5	3	2	2	3	2	2	3	2	3	2	2	2	3	3	3	30091.431640625	35374.92578125	40898.11328125	16245.697265625	25609.8671875	40614.28515625	20663.787109375	22086.720703125	8991.521484375	19661.2265625	10970.7705078125	23471.21875	24761.875	35876.05078125	18192.00390625	13737	4267.5	5014.7	3834.9	3400.5	5046.6	9921.1	2941.7	3677.5	2615	1297.1	2794.9	11488.4	11391.5	8952
Q8IUR7	ARMC8	37	9	37	0	38	6	5	3	0	32	26	4	7	6	0	130460.8828125	30498.58203125	282523.5	NaN	365537.84375	21317.849609375	19916.333984375	8028.96923828125	NaN	231570.421875	82985.1796875	13500.0673828125	17830.404296875	17966.05078125	NaN	21087.199	2677.3	41560.898	NaN	53993.699	2790.3	2002.5	671.2	NaN	32994.801	11220.6	1000.9	2146.3	1635.1	NaN
Q8IUW3	SPATA2L	0	0	2	1	0	0	2	1	0	0	0	0	0	0	0	NaN	NaN	6043.9921875	4769.513671875	NaN	NaN	2628.26220703125	433.3314208984375	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	579.6	180.4	NaN	NaN	255.6	16.4	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q8IUX1	TMEM126B	3	2	3	2	1	3	2	3	1	1	1	1	2	3	2	7340.30126953125	8877.40234375	13346.75	17464.03125	7319.9736328125	11235.19140625	8486.0244140625	10126.53125	3312.409423828125	5611.876953125	2716.6796875	7824.65380859375	5680.40185546875	7250.52099609375	3114.178955078125	1740	1457.5	3077.4	2861	603.2	2613	1236.2	2414.3	272.7	462.5	223.7	644.8	961.4	1835.1	519.1
Q8IUZ5	PHYKPL	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	28549.408203125	22192.369140625	39933.93359375	10967.4736328125	37844.7578125	36007.671875	34077.2265625	35241.66796875	9344.7802734375	18292.712890625	6476.81005859375	28803.134765625	25606.455078125	20679.578125	31831.52734375	1241.3	964.9	1736.3	476.8	1645.4	1565.6	1481.6	1532.2	406.3	795.3	281.6	1252.3	1113.3	899.1	1384
Q8IV08	PLD3	3	3	3	3	2	3	2	2	1	3	3	3	2	2	2	19085.392578125	28013.625	31454.80859375	15071.3564453125	18917.34375	43400.79296875	23441.466796875	11286.0673828125	4171.60791015625	15130.4677734375	8685.6787109375	18587.49609375	10390.765625	13939.666015625	7777.54443359375	3405.2	3758.3	5052.5	2116.1	3189.3	6335.6	3158.1	1508.1	155.8	2269.6	1124.7	3807.3	552.8	1335.6	412.1
Q8IV48	ERI1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	NaN	NaN	2314.162841796875	NaN	NaN	NaN	5945.09375	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	136.1	NaN	NaN	NaN	349.7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q8IV63	VRK3	5	7	4	1	4	6	4	3	1	3	3	5	4	8	3	15318.7314453125	28890.138671875	20399.353515625	12084.6533203125	17271.525390625	14256.060546875	13980.595703125	5895.896484375	1716.614990234375	8680.716796875	7936.2685546875	13857.91796875	12344.677734375	28355.8125	5039.44677734375	2390.1	4159.3	2180.1	665.9	1732.1	2250.6	1391.4	618.9	94.6	944.1	650.1	2056.9	1811.3	4378.2	690.5
Q8IVD9	NUDCD3	1	1	1	1	0	1	0	1	0	1	0	0	1	0	0	3906.609619140625	5613.7958984375	11379.2548828125	7370.62939453125	NaN	6956.5185546875	NaN	4628.5341796875	NaN	2312.45263671875	NaN	NaN	1943.2708740234375	NaN	NaN	169.9	244.1	494.8	320.5	NaN	302.5	NaN	201.2	NaN	100.5	NaN	NaN	84.5	NaN	NaN
Q8IVH8	MAP4K3	2	2	3	0	2	3	0	3	0	1	0	2	3	3	2	3462.4970703125	1349.337646484375	6151.60546875	NaN	4441.3876953125	1763.943359375	NaN	1620.50341796875	NaN	1721.68994140625	NaN	1108.0296630859375	2590.427001953125	3557.23046875	2329.595703125	120	47.3	405.7	NaN	123.6	139.8	NaN	125.3	NaN	16.6	NaN	62.9	161.7	217.3	89.5
Q8IVS2	MCAT	3	5	5	1	5	5	5	1	2	2	0	4	5	0	2	5632.671875	4541.55908203125	16087.236328125	3515.636962890625	11234.0380859375	5775.28955078125	8874.974609375	3086.9833984375	1629.5291748046875	928.7435302734375	NaN	6990.751953125	7885.0908203125	NaN	1918.34716796875	734.7	830.5	2361.1	59.7	2547	1198.8	2032.1	239.7	141.2	110.9	NaN	1772	1867.2	NaN	145.2
Q8IVV7	GID4	2	0	0	0	2	1	0	0	0	2	0	0	0	0	0	6394.59814453125	NaN	NaN	NaN	9638.68359375	378.29705810546875	NaN	NaN	NaN	5605.50146484375	NaN	NaN	NaN	NaN	NaN	751.5	NaN	NaN	NaN	1667.3	47.1	NaN	NaN	NaN	962.8	NaN	NaN	NaN	NaN	NaN
Q8IVW6	ARID3B	3	3	3	3	3	3	3	2	1	3	2	3	3	3	3	9415.748046875	14324.787109375	17795.896484375	8202.8408203125	13473.1982421875	16386.17578125	13936.84765625	10465.130859375	2088.6640625	6463.607421875	4019.336669921875	8733.203125	8645.7216796875	16481.2890625	5791.93701171875	882.7	938.8	1980.9	798.2	1189.5	1227	1300.3	884.7	26.1	449.4	248.5	835.4	645.1	1424	630.3
Q8IW35	CEP97	11	8	8	5	5	8	8	4	10	10	1	8	11	9	2	14765.0439453125	9499.515625	17449.029296875	5112.77734375	6362.03662109375	12185.595703125	7772.53564453125	5293.283203125	12415.5693359375	9912.9375	949.8636474609375	7729.22265625	26795.130859375	25370.4921875	4475.3125	2946.3	1281.7	2465.9	517.6	691.6	2952.4	1147	366	1920.5	1911.5	31.3	1235.7	5044.9	3824.1	316.9
Q8IWA0	WDR75	8	5	5	3	4	6	2	2	3	3	2	5	6	6	4	14159.9912109375	10926.34375	11962.775390625	2346.324951171875	10913.5546875	13809.640625	12378.1640625	8243.6640625	5377.80078125	6484.34765625	2666.205322265625	9864.2958984375	10098.7626953125	15621.5341796875	10046.087890625	1592.8	1099.7	1171.6	109.1	919.7	1307.2	508.4	315.7	222.6	583.9	118.7	886.7	1185	1254.6	582.6
Q8IWC1	MAP7D3	23	21	20	13	18	20	21	18	15	16	12	15	20	21	18	37160.109375	20761.37109375	37699.953125	14437.1259765625	25879.775390625	24788.1953125	30680.6328125	17926.052734375	9440.9638671875	14749.9326171875	5869.70166015625	23612.87109375	23597.072265625	41730.8046875	24680.6875	8095.6	4365.7	9120.1	1889	5408.9	5561.4	6137.8	3141.5	1759.9	3004.9	1187.3	4510.7	5480.2	9093.7	5210.4
Q8IWF2	FOXRED2	5	3	4	1	3	4	1	2	2	2	2	3	4	2	0	15794.5234375	9405.8056640625	26873.1015625	8797.0029296875	10956.5859375	10667.9091796875	12659.892578125	15830.30859375	4538.6142578125	4286.99560546875	3200.67919921875	10238.0625	10709.5126953125	13686.0517578125	NaN	1641	922	2028.4	286.6	639.5	1045.1	412.4	1074.7	208.5	168.1	134.8	873.6	1096.3	608.8	NaN
Q8IWF6	DENND6A	1	0	1	0	0	1	1	0	1	0	0	1	0	1	0	2355.85986328125	NaN	4246.2626953125	NaN	NaN	11518.3388671875	7094.9365234375	NaN	2119.266845703125	NaN	NaN	4521.02001953125	NaN	5049.814453125	NaN	73.6	NaN	132.7	NaN	NaN	359.9	221.7	NaN	66.2	NaN	NaN	141.3	NaN	157.8	NaN
Q8IWJ2	GCC2	1	2	2	1	0	2	1	1	0	0	0	1	1	1	0	405.45965576171875	2603.05126953125	2977.2314453125	363.3829040527344	NaN	3434.91943359375	794.125732421875	1685.0313720703125	NaN	NaN	NaN	1133.4932861328125	2137.02392578125	1135.03173828125	NaN	2.2	40.3	45.5	2	NaN	59	4.3	16	NaN	NaN	NaN	10.8	20.4	10.8	NaN
Q8IWR0	ZC3H7A	43	26	44	6	47	34	44	34	14	39	3	44	41	38	42	61878.92578125	25797.197265625	82071.0078125	7337.83642578125	98170.6015625	43594.546875	94132.6171875	43053.63671875	6757.82568359375	45746.046875	4727.080078125	74795.7109375	71070.75	65519.82421875	66773.4453125	12438.5	4906.6	24128.801	380	91895.602	7775.9	37831.699	8415.4	1297.6	10018.6	284.9	16659.9	15314.5	13752.8	13694.3
Q8IWS0	PHF6	30	23	25	13	26	29	28	17	13	15	11	24	25	23	21	153556.859375	68352.03125	145787.875	31165.05078125	113494.96875	102356.9921875	112580.5078125	54662.05078125	26718.96484375	54393.62109375	24322.166015625	77857.453125	80945.265625	171046.640625	106998.40625	33981.398	15121	35145.102	6074.4	23732.801	24470.699	30494.801	10760.3	4492	11671.6	4177.7	18543.4	18284.5	35259.898	21723.9
Q8IWV8	UBR2	4	3	0	2	1	4	0	1	1	2	0	1	2	3	3	9004.8603515625	5316.06201171875	NaN	6105.71826171875	8957.8974609375	8317.79296875	NaN	4986.9453125	3269.745849609375	5238.28466796875	NaN	17998.580078125	11394.2099609375	5482.04296875	2459.88427734375	404.5	153.1	NaN	82	112.4	267.1	NaN	64.2	42.1	67.5	NaN	225.7	237.1	155.1	88.9
Q8IWX8	CHERP	36	33	35	22	38	42	35	31	15	35	12	32	39	23	35	108818.3125	55803.55859375	134463.4375	37847.8203125	108408.984375	92069.875	128613.8203125	87967.46875	18965.1953125	93768.546875	15890.822265625	97235.6796875	82555.09375	86280.140625	118836.6171875	23877	12176.2	27506.4	7068.5	22680.801	20926.301	27844.6	15762.8	2382.7	19622.1	2063.5	20206.9	20096.301	12138.5	21792
Q8IWZ3	ANKHD1	38	33	33	21	31	34	31	32	21	26	14	28	26	34	27	42869.671875	29736.01953125	66940.96875	16515.359375	40706.81640625	44667.90625	56514.234375	26946.806640625	9439.3466796875	25660.708984375	7281.21826171875	33739.2421875	29451.20703125	43616.4375	32421.796875	5461.5	3435.1	7259.4	1490.5	4651.4	5368.1	6035	3402.9	992.4	2654.2	615.6	3575	2679	5563.6	3435.4
Q8IWZ6	BBS7	3	0	0	0	0	2	0	0	0	0	0	0	0	3	0	6004.6044921875	NaN	NaN	NaN	NaN	6461.6240234375	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5899.56298828125	NaN	461.9	NaN	NaN	NaN	NaN	232.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	509.5	NaN
Q8IWZ8	SUGP1	4	2	3	2	3	4	4	2	3	1	2	4	3	3	2	8233.9921875	11191.466796875	11721.103515625	5162.5498046875	8500.564453125	10399.232421875	8376.6318359375	1573.21728515625	2518.1103515625	1831.497802734375	3014.6767578125	5873.41552734375	7734.55322265625	5690.140625	4726.1826171875	774.4	641.7	1105.6	384.8	729.7	956.3	1117.2	155.5	228.4	47.6	172.8	869.9	476	513.1	271.4
Q8IX01	SUGP2	56	35	55	11	63	44	61	48	22	45	5	59	60	46	53	30797.197265625	11991.060546875	42958.3046875	3666.125732421875	58125.19140625	21990.36328125	50754.37109375	23379.333984375	3043.40625	26303.048828125	1611.9598388671875	40779.44921875	40060.43359375	27852.546875	38644.3671875	16983.801	5926.8	23285.1	2784.5	33885.699	11218.3	33504.398	12057.6	6142.7	15184.5	150.8	23080.6	27515.5	13814	20732.9
Q8IX07	ZFPM1	0	11	2	0	0	0	0	0	0	0	0	0	7	9	0	NaN	22272.5859375	5125.45166015625	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13097.6845703125	12998.205078125	NaN	NaN	1543.4	198	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	777.2	1007.9	NaN
Q8IX12	CCAR1	13	12	9	7	13	14	9	9	6	14	11	12	12	11	11	18368.779296875	18990.8828125	27182.28125	7408.4306640625	21995.38671875	28094.076171875	23341.037109375	10148.4794921875	4537.04443359375	16613.958984375	11062.427734375	17450.927734375	20783.1796875	22684.302734375	14613.439453125	3107.7	3603.3	4091.6	749.7	3348.4	5210.3	3277.4	1608.6	428.4	3284.8	1462	2923.8	3740	3349.9	2776.8
Q8IX18	DHX40	17	14	18	10	16	16	16	11	8	11	6	16	16	15	14	12881.8095703125	9286.9931640625	18170.068359375	4235.384765625	16261.8291015625	12881.6337890625	13424.794921875	5315.42919921875	3137.638427734375	5541.14501953125	3097.9951171875	11462.47265625	12775.107421875	15540.1669921875	10168.20703125	4500.2	4032.9	8304.8	1539.2	5847.8	4955.7	6517.6	1709.7	917.3	1686.6	420.7	4318.4	4614.1	5367.2	3582.2
Q8IX90	SKA3	2	1	2	2	0	1	0	1	1	0	2	1	0	3	0	10060.7080078125	7226.1455078125	9642.5693359375	8161.65380859375	NaN	13579.97265625	NaN	2076.984375	4540.8798828125	NaN	6005.39892578125	3231.035888671875	NaN	14309.0126953125	NaN	814.4	465	938.2	498.2	NaN	873.9	NaN	23.2	292.2	NaN	417.1	36.1	NaN	1268.3	NaN
Q8IXB1	DNAJC10	5	7	6	4	5	6	6	4	1	4	2	6	5	5	3	6666.2509765625	5716.77783203125	12695.4853515625	2917.457763671875	6975.666015625	9264.6552734375	7674.767578125	4930.62841796875	2270.492431640625	4414.91162109375	2713.24560546875	5227.67919921875	5648.369140625	6385.28759765625	4375.884765625	1021.9	1127.9	1819.8	233.8	1175	1385.7	1108.8	633.8	91.2	584.9	219.1	825	597.2	875.7	384.2
Q8IXH7	NELFCD	2	2	2	0	1	3	0	2	2	0	0	2	1	3	0	7433.45556640625	10084.6455078125	45314.76953125	NaN	11032.240234375	13709.583984375	NaN	18608.1796875	4192.66796875	NaN	NaN	12132.6494140625	10748.3046875	8400.123046875	NaN	831.4	768.5	2601.3	NaN	249.3	1429.9	NaN	631	202.5	NaN	NaN	996.4	242.9	1100.5	NaN
Q8IXI1	RHOT2	7	6	7	5	5	7	5	7	6	6	1	5	6	3	3	17020.541015625	17289.630859375	23705.044921875	15394.953125	6027.2841796875	22777.34375	13428.8115234375	9896.2841796875	5664.30517578125	6432.29736328125	6058.96337890625	8905.7607421875	8276.2607421875	14380.576171875	5884.0693359375	2941.2	2555.1	3779	1673.6	1001.1	2902.6	1712.6	1758.6	883.2	1056.2	131.2	1470.5	1216.8	1898	668.1
Q8IXI2	RHOT1	1	1	1	0	1	1	0	1	0	0	1	1	1	1	1	8561.2255859375	9503.076171875	20332.5625	NaN	9506.8095703125	14333.1533203125	NaN	2912.646240234375	NaN	NaN	2806.722900390625	8366.4765625	7548.6787109375	10467.6689453125	5382.9921875	259.4	288	616.1	NaN	288.1	434.3	NaN	88.3	NaN	NaN	85.1	253.5	228.7	317.2	163.1
Q8IXK0	PHC2	4	2	2	1	4	2	2	3	1	3	2	4	4	4	2	5903.6748046875	2381.065673828125	6294.791015625	2976.7646484375	7300.70458984375	5233.93505859375	5069.19482421875	4065.52978515625	NaN	6716.4833984375	432.83392333984375	4559.580078125	3191.5087890625	7050.3916015625	3602.137451171875	425.1	170.8	303.4	121.1	496.7	290.3	256.6	369.9	0	552.1	23.9	314.7	240.2	502.6	208.2
